text,label
z,1.0
"Wie ist hier  ""antisemitischer Hintergrund "" definiert?",1.0
Reki & Luschi?,1.0
Da ist Beschneidung aber nicht mitberücksichtigt. ,1.0
test. löschen,1.0
"Bin froh, daß es endlich Konkurrenz gibt. Die Fahrer haben Benehmen , die AUTOS riechen nicht nach Knoblauch und die können alle Deutsch.",1.0
Köln halt... Die Stadt mit der Armlänge Abstand.,1.0
"Dieser Bericht ist genauso glaubhaft wie die Bertelsmann-Studie, die  jährlich 260 000 Zuwanderer fordert, damit ""unserer Wohlstand"" erhalten bleibt",1.0
"Mein Vater wird zur Zeit von einer Iranerin zu Hause gepflegt. Ich bin froh, dass diese Dame da ist. Ihre Tochter studiert hier Medizin und ihr Neffe arbeitet neben der weiterführenden Schule als Hausmeister. Keiner von denen ist kriminell. Mein 50 jähriger Nachbar ist deutsch und erhielt letztens eine Geldstrafe wegen Beamtenbeleidigung - er wählt nach eigenen Angaben die AfD...",1.0
So schnell kann es leider gehen. im DFB-Pokal - raus in der CL jetzt schon so gut wie raus und in der BL nur nur 1 1/2 Spiele vor den Bayern. Kann das noch gut gehen ???,1.0
RWE = Raffgier  Weltfremdheit  Einfältigkeit,1.0
Maghreb,1.0
Machen wie die US-Sheriffs: Erst schießen und dann die Toten befragen. Löst Clans auf.,1.0
"Es ist schon lustig, wie Spam-Bots zu jedem Thema denselben Mist in die Welt trompeten. Könnten Sie nicht mal ein Rezept für Erdbeertörtchen veröffentlichen? Ich freue mich schon auf den Kommentar, dass der Wähler sich in diesem Jahr gegen R2G-Erbeertörtchen entscheiden kann.   ",1.0
" Wenn sich Donald Trump für einen Flug zum Mond zur Verfügung stellen würde, wären wahrscheinlich schon jetzt viele damit einverstanden .",1.0
"Die Grünen sind für mich Staatsfeind Nr.1. Sie fügen unserem Land mit voller Absicht schweren Schaden zu. Massiv medial gepusht. 20% der Wähler finden das super. 45% der Wähler (CDU/SPD) würden das Werk gern mit den Grünen vollenden. Gelebte Demokratie in einem Land wo der ""Bachelor"" regiert und ""GNT"" und ""Bauer sucht Frau"" die wichtigsten Themen sind.  Ein selbst gewähltes Schicksal. ",1.0
Weiß jemand wieviel Ringe Flintenuschi schießt ? ,1.0
Und für Nachschub im Sektor Clankriminalität und Parallelgesellschaften sorgt die Bundesregierung seit 2015. Wir schaffen das!,1.0
"Duisburg - Dies ist doch die Stadt, welche die Loveparade so katastrophal organisiert hatte, dass es danach zahlreiche Todesopfer gab. Und die Hauptverantwortlichen kamen beim Prozess ungschoren davon.",1.0
"Drogenproblem??? Die Verunreinigungen, wie auf dem Bild zu sehen sind, entstehen durch den bekannten, verwirrten, alten Alkoholiker, der Peter gerufen wird sowie polnische Montagearbeiter, die dort gerne sitzen und saufen!!!  Zur Ruhestörung tut das neue ""Cafè""  an der Ecke Hermannsstr/Breite Str. sein übriges dazu.  Wieso die Gäste spät Abends Böller zünden ist  mir ein Rätsel....  Eine ähnliche Szene wie am Marienplatz ist hier nicht zu erkennen. Gruss ein Anwohner ",1.0
"Schwule, Lespische und Diverse AmpelMännchen/Weibchen/X/* usw. gehen immer! (grins)",1.0
Wie wär‘s mit einer Studie zur Gesundheitsgefährdung der Homosexualität?,1.0
Und auf dem Bahnsteig gegenüber schauen 13jährige auf ihren Smartphones die neuesten Pornos...,1.0
"Spahn will also von seiner Krankheit nicht geheilt werden. Na ja, ansteckend ist es ja jedenfalls nicht.",1.0
"Und wenn ihn jemand umlegt, dann ist auch dies ein Akt des nationalen Notstands.",1.0
"“Was hätten Fortuna und Borussia, was der KFC Uerdingen nicht zu bieten hat?”  Ganz einfach:  KEINE RUSSEN !!",1.0
Die Grünen sind das eigentliche politische-Krebsgeschwür in unserem Land. Nicht die AfD. ,1.0
"Hoffentlich erinnern Sie sich jetzt daran das sie in Ihrem eigenen Land nicht Hunger mussten und Sie niemand in Ungarn haben möchte. Back to the Roots, dann brauchen Sie und Ihre Kinder auch nicht zu leiden.",1.0
"Ein Schwuler stellt sich nicht nur gegen Abtreibung und Pille- er braucht es ja auch nicht- waere mir neu, sondern jetzt dreht er auch noch gegen seine Freunde auf. Nebenbei gesagt lebe ich in Thailand und die 'ladyboys' oder 'kathoey' sind hier ueberall vertreten. Ich kenne einige.  Ich habe als Mann nie ein Problem mit den 'Maedels'. Man kennt sich und redet miteinander. Gut, ich habe den Vorteil, das ich seit 20 Jahren eine Thaifrau habe. da ist man nicht nur der farang. ",1.0
"Heilung von Homosexualität? Also Menschen die erkannt das Sie hilfe brauchen und anders werden möchten, denen soll das jetzt verwehrt werden. Seltasm.   Selbst das entfernen von Kindern aus dem Mutterleib, was ja auch kein Krankheit ist , wird alimentiert und vom Staat und den Krankenkassen bezahlt. ",1.0
https://www.nachdenkseiten.de/?p=49319&fbclid=IwAR0-8njqQtUJbjMYx2x0P1i3TCvGY8INVd5CzJFJ4ardI7koMwgA0n7R3l4,1.0
https://www.nachdenkseiten.de/?p=49319&fbclid=IwAR0-8njqQtUJbjMYx2x0P1i3TCvGY8INVd5CzJFJ4ardI7koMwgA0n7R3l4,1.0
"Es muss jedem klar sein, dass es sich die Regierungen nicht leisten können, dass schon  Schüler allgemein geltende Regeln und Vorschriften nicht mehr beachten. Hier muss die volle Härte des Gesetzes zur Anwendung kommen. Die Schüler sollten Clans bilden......",1.0
"Der Begriff Grünen-Geschwätz wird hier nicht sanktioniert, bzw. zensiert? Der Untertan lässt Grüßen. Wir marschieren gehorsam in den Untergang! Und ich fange an die Jungen Leute zu lieben!",1.0
"Rote Ampeln fallen mittlerweile unter die Zuständigkeit der Abteilung für Vorschlagswesen. Egal welche Ampel, ob Esel oder GLBT",1.0
"Die Homo-Ampelmännchen in Köln haben auch 4 Beine, sind ja 2 Menschen.... hmmmm",1.0
"Wenn den weltrettenden Schülern das doch sooooo wichtig ist, dann könnte man doch z.B. auch am Samstag demonstrieren. Ach so, geht ja nicht! Samstags ist Disko, Event und sonst noch alles. Insofern hat sich diese ganze Demonstriererei für mich als reines Alibi geoutet, nur um die Schule zu schwänzen. Insofern ist es absolut gerechtfertigt an die gesetzliche Schulpflicht zu erinnern und hart durchzugreifen! ",1.0
Altes Thema gleiche Probleme. Sex für eine Aufenthaltsgenehmigung.  Andere Kulturen andere Sitten.,1.0
"... Damit ist eine vorzeitige Haftentlassung nach 15 Jahren rechtlich zwar möglich, in der Praxis aber so gut wie ausgeschlossen. Lebenslänglich sollte auch lebenslänglich bedeuten! Hier sogar 2* lebenslänglich ohne jemals wieder eine Möglichkeit zu bekommen in Freiheit zu leben!",1.0
"Die einzige Mauer, die die USA wirklich brauchen, würde eine Zelle von drei mal vier Metern umschließen, in der Trump einsässe.",1.0
"Nicht noch mehr theoretische Abschiebungen, sondern die grenzenlose Einwanderung in das weltweit größte Sozialsystem - Germoney - aus unseren Steuergeldern, radikal beenden. ",1.0
der Query-Mainstream wird jubeln. Auf die katholische Kirche ist weiterhin Verlass: christlicher Gay-Vertreter im Vatikan ...,1.0
Beruehmter schauspieler?  Bruno Ganz? Nie etwas von gehoert Das als Eilmeldung;  spinnen die bei rpo? ,1.0
Haha! ... erwache!,1.0
"""So nahe kommt man den Toten Hosen nie wieder""  Na zum Glück! Wer will das denn?",1.0
"Ich weiß nicht wo da die Aufregung ist, jeder weiß doch dass diese Sekte die größte homosexuelle Vereinigung ist. Daher würde ich im Zuge der Gleichberechtigung, bzw. Stellung der Homosexuellen darüber erst gar nicht berichten. Die kath. Kirche hatte ja wohl schon genug ""comming outs"", leider auch mit Kindern.",1.0
"Schade das unsere Politiker noch nie auf diese Einfache und Sozial verantwortungsvolle Art gearbeitet haben. Besonders die R2Gs leben leider immer noch nach der alten, ideologisch falschen Politik der Ausbeutung und Schulden machen.",1.0
Dieser Band will ich gar nicht zu nahe kommen. Der Auftritt in Chemnitz mit Feine Sahne Fischfilet  zeigt doch deutlich wo dieser Mann mit seiner Band steht. Linke Gewalt gegen unter anderem Polizisten tolerieren.,1.0
"Und wir gucken uns hier gezwungenermaßen Nikab, Burka und Co an. Unfassbar.",1.0
"Na, da hat die Raute dem Blondschopf aber mal ordentlich den Kopf gewaschen...",1.0
Dieser Band will ich gar nicht zu nahe kommen. Der Auftritt in Chemnitz mit Feine Sahne Fischfilet  zeigt doch deutlich wo dieser Mann mit seiner Band steht. Linke Gewalt gegen unter anderem Polizisten tolerieren.,1.0
"Sehr tolerant diese Religion.  Gut zu wissen, das wir sehr tolerant sind, sogar unter Aufgabe der eigenen Identitäten. Und wenn man nicht 100%ig weiß, wer da so alles unter dem Eindruck des Fachkräftemangels (bei gleichzeitig zehntausenden entlassenen Mitarbeitern großer Konzerne) in Land kommt, können kluge Menschen nachdenken. ",1.0
"Wer innen hohl ist, dem bleiben nur noch Hörner. Gender- und Jubelverrückten bleibt wohl nur Tages- und Krimiglotzerei.",1.0
"Ja, gute ""Aktion""... Würde ein deutscher Metzger das machen, die Antifa würde ihm die Schaufenster verschmiern.",1.0
"""Nur Flüchten ist schöner.""",1.0
Solche Vorfälle werden in Köln mehr und mehr Alltag. ,1.0
Warum die Aufregung? Ein neuer Staatsbürgeranwärter hat das Ding einfach liegenlassen.,1.0
"Vorsicht Satire: Es gibt einfach zu wenig Ablagemöglichkeiten in den ICE's. Das sollte endlich mal geändert werden. Ich bitte ausdrücklich Herrn Habeck, dieses Problem zu lösen. Man muss sich doch heutzutage vor Nazis (die ja über 50% der Deutschen mittlerweile darstellen!) noch wehren dürfen. Ich bin dafür, den Waffenschein direkt mit dem Aufenthaltsberechtigungsschein auszustellen. Das wäre auch kulturell besser. Wer versteht schon diese ganze deutsche Bürokratie in solchen Sachen...",1.0
Herzlich Willkommen und jetzt erst recht!,1.0
Haben die im Weissen Haus und im Kongress eigentlich keinen Haus-oder Notarzt ?,1.0
"Das ist wie bei uns.  Männer in Frauenkleidern , die noch nie eine nackte Frau legal gesehen haben, machen Vorschriften für die Umwelt.  Dafür vergehen Sie sich an kleinen Kindern. ",1.0
Klimaschutz zu teuer: Grüne verzichten auf Geschäftsstellensanierung - Der Kampf gegen die Erderwärmung vor der eigenen Haustür kann teuer werden. http://www.ln-online.de/Lokales/Lauenburg/Kreisgeschaeftsstelle-nur-teilsaniert-Klimaschutz-ist-den-Gruenen-zu-teuer ,1.0
"ist doch klar, dass die Journalisten Merkel loben. In Amerika genau wie bei uns, sind die Medien überwiegend linksversifft und können nicht verwinden, dass der andere Hosenanzug Killerie Clinton gescheitert ist.  Die grüne Merkel hat nur noch ein großes Mundwerk und haut auf den Putz, weil sie weiß, dass sie nie wieder als Kanzlerin antreten werden kann. Sie hinterlässt in Deutschland ein Trümmerfeld.",1.0
"Aber er hinterlässt eine Lücke, was von Dir sicher keiner je behaupten wird. Deinem Kommentar nach zu urteilen kennst Du Spitzensport nur vom Sessel aus, weisst alles besser und jeder der nicht oben steht ist in Deinen Augen ein Verlierer.",1.0
Die Teddywerfer werden sich freuen.,1.0
Gelungene Integration?  Man weiß nicht was die Herren der Universität nehmen aber ich empfehle dringend weniger einzunehmen davon.  ,1.0
"Bei einem Blick auf die Nummernschilder und die Fahrzeugführer kann man manchmal glauben, dass man nicht in Deutschland unterwegs ist.",1.0
Ich werde schon mal faule Eier und Tomaten sammeln,1.0
Wie sieht es mit einer Abschiebung aus?,1.0
Bitte schließen Sie die Kommentarfunktion.,1.0
"Görtz will doch nur seine eigenen Taschen füllen - für die Bürgermeister-Rente braucht er eine zweite Amtszeit. Görtz ist der erste BM Xantens, der sich auf Kosten unserer kleinen Stadt einen Dienstwagen zugelegt hat und der erste BM, der sich seine Tätigkeit als Geschäftsführer im Siegfriedmuseum zusätzlich bezahlen lässt.  Görtz sollte sich seine Taschen künftig woanders füllen lassen. Xanten ist pleite.",1.0
Ich kann nur sagen...Pech gehabt aber selber schuld!,1.0
"Sollte Eule nicht nach der Haft in einer Anstalt weggesperrt werden? Sie bleibt ja eine Bedrohung. Das kommt davon, wenn man vom Hartz - Geld überwiegend Drogen kauft.",1.0
"Ja, meine eingeschränkte Sympathie gehört all jenen Kommentatoren, die ihre wahre Größe dadurch beweisen, indem sie auf einen am Boden liegenden Menschen noch eintreten. Ja, wenn das eigene Leben schon armselig ist, dann macht es besondere Freude sich am Leid des Anderen zu laben. ",1.0
Viel zu wenig Strafe für diese arbeitslosen Öko-Terroristen.,1.0
Dieser Artikel ist einfach nur peinlich.,1.0
"Die letzten Zuckungen des Regimes und seiner Sprachpanscher. Es wird manipuliert, gelogen und betrogen, dass selbst 1984 wie ein heimeliges Idyll erscheint....",1.0
"Die scharfen Kontrollen MÜSSEN bereits bei der Kleidung anfangen: Kein Kopftuch, keine Niquab und keine Burkha, diese ""Kleidungsstücke"" mögen im Bereich des IS normal sein, hier zeigen sie nur, dass die Trägerin nicht bereit ist, sich von dieser Verbrecherbande vollends zu lösen. Vielleicht wäre die Fußfessel auch angesagt.",1.0
"gäbe es keinen Klimawandel, säßen wir jetzt noch auf heißer Lava und würden Methan atmen. Aber manchen ist eben nichts zu dumm um Unsinn wie diesen Artikel zu verbreiten! ",1.0
"Auch Steve Jobs hat sich in seinen jungen Jahren mit Polizisten gekloppt, sich wochenlang nicht gewaschen und ohne Ende Marihuana und Psylocybin eingeworfen.  Es sind unterm Strich Menschen wie ""Eule"", die unsere Welt zum Positiven verändern werden – nicht irgendwelche Polizei- und Richter-Marionetten oder rechtspopulistische Kommentarschreiber.  ",1.0
"Ist das so wie beim Handwerksmeister, den ich kenne...  Dort übernimmt das Amt das komplette Gehalt der Flüchtlinge + eine kleine Zulage..... D.h. selbst wenn die nicht kommen um zu arbeiten, macht er Gewinn.  Und laut eigener Aussage ist er froh, wenn die nicht kommen..... Denn die Arbeitsqualität und -moral sei stark ausbaufähig....",1.0
"Es gibt den Begriff der Idiotenquote, also ein gewisser Prozentsatz der Bevölkerung, dem mit Vernunft und Fakten nicht beizukommen ist. Die werden selbst dann noch behaupten, dass es keinen Klimawandel gibt, wenn die Nordsee in Köln angekommen ist.",1.0
Gehen die Straftaten von RWE-Mitarbeitern auch in Reuls erfundene Statistik der angeblichen Straftaten von Umweltschützern mit ein? https://www.aachener-nachrichten.de/nrw-region/unbekannte-schiessen-mit-pyrotechnik-auf-mahnwache-am-hambacher-forst_aid-36847371?fbclid=IwAR2Mu7Zk3apbMRrF7iNn--UDHX51pFy0t1j0FwEN88B4-_kIFb6MTV4VQE4,1.0
"Kriminelle Öko-Terroristen die Polizeibeamte angreifen und verletzten müssen viel härter bestraft werden.  Null Toleranz  gegen diese debile ""Eulen-Kämpferin"" und deren wohl mitunter arbeitslosen Mittäter. Wie sonst kann es sein, dass wochenlang dort hunderte kriminelle Aktivisten ihr Unwesen treiben konnten? Normalsterbliche gehen ja täglich einer Arbeit nach und können sich nicht wochenlang Tag und Nacht an Bäumen fesseln und Polizisten attackieren. Die Familie sollte sich ebenfalls schämen.",1.0
"Es darf einfach nicht war sein, was in diesem Land möglich ist. Das wahre Ausmaß wird uns schon noch bewusst werden...wenn die erstmal hier sind. Meinetwegen sollen das die Kurden erledigen, mein Mitleid hält sich in Grenzen. ",1.0
"Endlich mal ein Richter, der sich traut und die rechtsstaatlichen Mittel und Möglichkeiten voll angewendet hat - wenn auch der mögliche Strafrahmen bei weitem nicht ausgeschöpft wurde. Hoffentlich setzt dieses Urteil in der Behandlung solcher Subjekte neue Maßstäbe !  Weiter so !!!",1.0
"""Fußballfan"" sein ist ja schön ung gut aber das sind keine Fans.  Das sind nur verblödete Idoten.",1.0
Das Niveau ist schon gesenkt unsere Ärzte Wandern aus und Ärzte aus Osteuropa kommen zu uns.,1.0
"Das wäre ja auch noch schöner, wenn es gegen die Verfassung verstoßen würde, dass ein Bürgermeister sich für Demokratie und gegen Rassismus und fremdenfeindliche Hetze einsetzt.  Dass die AfD das anders sieht, sagt viel über die in großen Teilen verfassungsfeindliche Partei aus.",1.0
"So ist das leider in Deutschland. Alten, in diesem Fall noch behinderte Person, da schlägt die volle Härte des Gesetzes zu.  Bei anderen, größeren Straftaten, bei Körperverletzung, bei Betrug unserer Neubürger, da zerfließt das Gericht  vor Mitleid und Rücksichtsname. Obwohl es da auch Gesetzesbuchstaben gibt. Und da soll man über unsere Rechtstaatlichkeit jubeln.",1.0
Als Automomer darf dieser Grölemeier alles.   Bin auf seinen nächsten Singsanggebabbel zum Thema Flughafen gespannt.,1.0
Test,1.0
Übung zur R2G Energiewnde.,1.0
"""Make the whities great again ...""",1.0
Eine Senat aus R2G und Ex Stasi Angehörigen hat mit Ihre  Staatsjustiz geurteilt. Aber kein Recht gesprochen.,1.0
"NeuesteAbsurditäten eines deutschen Verwaltungsgerichts! Da werden mit Steuergeldern Terroristen zurück geholt, Fahrverbote auf Autobahnen verhängt etc und nun soll eine alten Dame die Unterstützung zurück zu zahlen, die ihr trotz Formalie eigentlich zugestanden hätte?! Sozialstaat Deutschland!   Fordert eigentlich auch ein Verwaltungsgericht Geld zurück nach Asylmissbrauch oder Sozialbetrug? Es ist ein echter Schildbürger Staat in dem wir hier leben",1.0
"Das ist doch der im Luxus in London lebende Sänger, der den Deutschen erklärt, das Deutschland sicher sei.  Manchmal muß man selber Erfahrungen machen. ",1.0
Das hätte man kommen sehen müssen...,1.0
Vielleicht sollte er weiter in türkisch singen...dann braucht er keine Angst haben vor einem Anschlag.,1.0
"In welchen dieser Sprachen steht die Begrüßung am Flughafen Ddorf? Antwort: Deutsch, Englisch und Arabisch. Nicht mal Japanisch ist dabei. Demnächst wahrscheinlich nur auf Arabisch, so wie ich die Unterwürfigkeit der Wessis kenne.  ",1.0
"1. F u CK gehört in die 1.Liga. Endlich wieder ein richtiges  Localderby Hübschrauber über Müngersdorf,Ausnahmezustand im Vedel.Wir warten auf euch",1.0
"Warum hat man den Eindruck, dass sich Taten als Folge von Eifersucht vor allem in anderen Kulturkreisen hierzulande äußern? Ist eben nicht alles so einfach, wenn man sich ""bunt"" wünscht und darauf freut. ",1.0
"Wird auch allerhöchste Zeit, dass dieser Kinderschändervereinigung Grenzen aufgezeigt werden.",1.0
Holen wir uns noch mehr ins Land die uns auf der Tasche sitzen und uns verdrängen. In Düsseldorf sind das schon über 25 % deren Muttersprache nicht Deutsch. Über den Restkann sich sicher jeder seine eigenen Gedanken machen. Deutschland macht die Tore auf die V...... kommem im Dauerlauf.,1.0
Im Schuh Putz Dönner Cannabis Verkauf,1.0
Eine Nullnummer genau wie die Landesregierung eine ist.,1.0
Hat der Balg keine Nationalität? Raus!,1.0
"Die OSD muss für Geisel Geld herbeischaffen, damit der seine Hobby´s bezahlen kann. Also nimmt sich die OSD die Leute vor die sich nicht wären können. Zu dem haben die Mitarbeiter noch Artenschutz gegen die kann trotz Zeugen nichts machen. Aber so ist das in Düsseldorf sobald bei der Stadt jemand etwas zu sagen zieht der sein Ding durch. Das sieht man bei Geisel, jeder normal Bürger wäre schon lange im Knast",1.0
"Könnten wir nicht bitte erstmal gegen das politische Chrsitentum vorgehen, was viel dringender wäre? Z.B. um Kinder vor Mißbrauch zu schützen und Kranke nicht mehr elendig verrecken lassen zu müssen.",1.0
"Dumm, dümmer, ... Bayer 04.",1.0
Bitte schließen Sie die Kommentarfunktion.,1.0
"Mit welchem Recht mischt sich der Alkoholiker OHNE demokratischen Mandat in inneren Angelegenheiten Ungarns, Polens usw. ein? Die grüne Tussi sollte vielleicht sich seiner sexistischen Ausfälle befassen. ",1.0
Flüchtlinge first.,1.0
"Was ein Wunder in einem Polizeistaat, in dem die Polizei gegen Recht + Gesetz folgenlos und ohne Konsequenzen machen darf, was sie möchte.  Ist ja auch nicht das erste Mal.",1.0
"Ach ja, wo man noch eine Helmpflicht einführen sollte: Auf Demonstrationen - schützt vor Stockschlägen durch die Mitglieder der GdP!",1.0
Opposition fordert ? Sind doch die Rot/grünen Versager die Silvester in Köln und Duisburg mit vielen toten zu verantworten haben.  Hier haben die demokratischen Wähler doch schon klar entschieden das wir solche Versager und idiologische falsche Politik von Kraft und Löhrmann nicht mehr haben wollen.,1.0
Das ist halt bei den von Verdi und rot/grün durchsetzten Stadtfirmen.  Die wirklichen Opfer sind hier die Steuer und gebührenzahler . Sie bekommmen nicht für Ihre persönliche Alimentierung.,1.0
Bei Beamten mit Migrationshintergrund werden diese Fälle immer häufiger.,1.0
"Tja, typisch Gutmenschen. Statt gegen die Ursachen zu demonstrieren, wird gegen eine Partei demonstriert, wo nachgewiesenermaßen das Bildungsniveau um einiges über dem durchschnitt der Gutmenschen und deren Parteien liegt.  Pavlovscher Reflex halt. ",1.0
Hat sich die Schulschwänzerin zu dem Thema schon geäußert? https://tinyurl.com/ybfzdj9c  ,1.0
eine Frau ? Also wieder mal Quote statt Fach und Sachwissen. Also so wie immer.,1.0
"Nun gebe ich nicht viel auf den Testbericht in der Rheinischen Post, weil es da kompetentere Alternativen gibt.",1.0
"Mein erster Kommentar wurde abgelehnt, daher ein neuer Versuch: Ich bin total begeistert und froh, dass die Rheinische Post so kompetent ist, ein fachgerechtes und objektives Urteil zu der getesteten Hardware abzugeben. Das ist für mich alsVerbraucher echte Kundenberatung und ich kann mich darauf voll verlassen.",1.0
Leitender Polizeibeamter von Aufgaben entbunden ____________________________________________ Rechtschreibfehler ? Sollte es heißen: Leidender Polizeibeamter von Aufgaben entbunden.,1.0
"Vielleicht sollte die RP ihre freien Mitarbeiter mal ordentlich bezahlen, dann müssten die weder bei Nacht und Nebel ihren Hals riskieren noch sich einreden, sie würden damit gutes tun.",1.0
"Danke für den Hinweis, wir haben einen Bericht entfernt.  MfG",1.0
"Schneidet der WDR ? Das wird er bestimmt nicht machen. Das verhalten und der umgang mit Frauen den die WDR Mitarbeiterpflegen wird gerade ja erst geklärt. Vermutlich wird auch der WDR wie der Papst 4 tage ergebniss offen reden, und ohne Plan da rausgehen. ",1.0
"eine kirche die paedophile schuetzt, ein staat der paedophile priester  nicht der gerechten strafe zufuehrt haben in dieser form ihre berechtigung verloren. der staat hat schon bei den autobossen versagt, dieses verhalten ist unglaublich und staatszersetzend. der vatikan und die bundesregierung kreieren durch aktives unterlassen eine gefaehrliche systhemkrise",1.0
"Deutsche Autos sind viel gefährlicher, wie man so venimmt. ",1.0
"Wenn der WDR die Szene tatsächlich rausschneidet, dann zensiert der WDR. Und gleichzeitig geht Intendant Buhrow her und weigert sich (Gott sei Dank!!!), die von der ARD für ihre Mitgliedsanstalten erstellte ""Schönsprech-Liste"" anzuwenden.",1.0
"Wie, der Juncker hat rumkrakelt? Hat der doch noch was im Diplomatengepäck  gehabt?",1.0
"""Man kann über Guantanamo schimpfen aber zumindest haben die USA eine Strategie, wie man mit Terroristen umgehen soll.""  Was für ein schöner Satz für alle Lebenslagen! Der funktioniert auch mit ""Auschwitz"" und ""Juden""! ",1.0
"Den ""Aktivisten"" aus dem Hambacher Forst ist ein solch würdevoller Widerstand fremd!",1.0
Dem Gesindel den Pass abnehmen und bitte abschieben. Null Toleranz !!!,1.0
Es wäre ja nicht die erste Zensur bei den Öffentlich rechtlichen...also dem neuen Staatsfernsehen. ,1.0
Das fällt dann auch unter die Rubrik Kulturbereicherung? ,1.0
Solle man nicht besser alle Politiker  verbieten? Die schaden doch auch und sind Fluchtmenschen. Immer wenn sie einen Schaden angerichtet haben sind sie alimentiert weg.,1.0
"Das problem ist nicht die Regierung der Islamischen Republik Iran, sondern das zionistische Mörderregime im besetzten Palästina.",1.0
"Der Zentralrat der Juden mal wieder. Bei jeder Gelegenheit stellt er klar, daß er sich primär als Handlanger des Staates Israel sieht statt der Juden als Glaubensgemeinschaft, offenkundiger und platter als der DITIB. Aber wenn in Deutschland Juden pauschal für die Verbrechen der Staates Isreal mit verantwortlich gemacht werden, obgleich sie vielleicht gerade darum Israel verlassen haben, ist die Verwunderung groß. ",1.0
Öffentlich Rechtliche Zensur = Staatsfernsehen.,1.0
Hat er es je mit dem Willen einer Frau getan? Höchstens vom Widerwillen freigekauft. ,1.0
"Streit um? Aber doch nur von den paar idiologisch falschen R2Gs. Da braucht man nichts drum geben. Gestern G20, heute Hambach und morgen vom Wähler so wie bei der NRW-Wahl auf die Holzbank der Oposition. ",1.0
"Teamarbeit und Frauen ? Ein Wiederspruch in sich.  man braucht doch nur sehen was Kraft, Löhrmann, Roht Merkel, AKK VL usw. alles angerichtet haben. ",1.0
"Anstatt über Reul rumzumeckern, sollten die Foren-Linken doch lieber froh sein, dass er was gegen die Migranten-Clans unternimmt. Wenn dies nämlich nicht der Fall wäre, würde die AfD bei 15% liegen. Und das würde unseren guten Menschen auch nicht gefallen.",1.0
"Also in Köln dauert der Karneval länger, mindestens ab 11.11. Und wenn ich mir die Oberbürgermeisterin ansehe, dann hört der Karneval, glaube ich, gar nicht auf.",1.0
"Ma' ehrlich: Ist es der RP nicht langsam auch zu blöde, immer solchen 'dpa'-Hoax zu verbreiten?  Das macht Präsident Trump immer sympathischer, denn er scheint bezüglich der Fake-News-Presse recht zu haben! :-)",1.0
remscheids zukunft - alleine der blick in die 3 gesichter erspart jedes weiterlesen .......,1.0
radier bitte mal einer den kaputten auf dem foto weg . ,1.0
grüne und linke - wie armseelig . ,1.0
"Bohlen hat die Feldbusch halt als Matratze geheiratet und war anschließend wohl recht schnell von ihren Matratzenqualitäten enttäuscht. Eine Matratze darf man natürlich trotzdem nicht schlagen, vor allem dann nicht, wenn man wie Bohlen in der Öffentlichkeit steht.",1.0
"Inzwischen habe ich ja mitbekommen das unsere grün-rot-linken Gutmenschen Deutschland vor die Wand fahren wollen, allein ich frage mich ....warum???",1.0
AfD Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall Prüffall,1.0
Nun was im Land los ist berichten ja die Medien täglich. Als Beispiel von Versagen braucht man nur mal den Kindesmissbrauch zu betrachten. Da sitzen fast nur Theoretiker nvon Verwaltung bis zum Bundestag die eins vorzüglich verstehen. Wie Scheffel ich mein Konto voll.,1.0
"„Trump ist ein Rassist, Hochstapler und Betrüger“ Na das nenne ich ja HATE speech. Für die mainstrampresse ist das aber in Ordnung und wird verbreitet, weil es ja so gut ins Lügenpropagandakonzept passt. ",1.0
Zensur beim Staatsfernsehen ist nichts neues...,1.0
Wie viele von den 617 jungen Flüchtlingen haben ihre Lehre nicht erfolgreich beendet? Das möchte man hier wohl verheimlichen.,1.0
"Was Sie auch noch über Altweiber und Rosenmontag wissen müssen steht in dem Bericht ""Mann vergewaltigt Frau in Düsseldorf und bedroht Zeugen mit Messer"".",1.0
"Vielleicht sollte man bei der Unfallfluchtstatistik auch mal anfangen, einen Migrationshintergrund zu erfassen. Es wird den einen oder anderen wundern, was dann zu Tage kommt.",1.0
"Man bzw. Frau muss über Altweiber und Rosenmontag noch mehr wissen, darf hier aber nicht genannt werden.",1.0
"Wer sind denn die beiden ""Lackaffen"" neben dieser eingebildeten ""Tussi""? ",1.0
"Da behaupte mal jemand, dass besondere Personengruppen geldgeil wären..",1.0
"Bernd-Stelter-Szene wird im WDR nicht gezeigt.  Hat ja bei diesem Sender auch keiner erwartet. Fakten, wahrheiten und Realität im wahren leben kann man von diesem Sender nicht erwarten. ",1.0
"welt.on berichtet von den Plänen nigerianischer Migranten, in Deutschland brutale Mafiastrukturen aufzubauen. Nigerianer, die überwiegend über Italien einreisen sollte laut Bundesregierung garnicht möglich sein. Aber diese Regierung schert sich einen Dreck um den Schutz des Bürgers.",1.0
"das konzert war sehr schön , auch die kostüme waren sehr schön , das publikum klatschte artig un schön zum takt der musik - trallalla - ich war nicht da - was ein glück ...........",1.0
