,Unnamed: 0,id,Text,Reject Newspaper,Reject Crowd,Rejection Count Crowd,Sexism Count Crowd,Racism Count Crowd,Threat Count Crowd,Insult Count Crowd,Profanity Count Crowd,Meta Count Crowd,Advertisement Count Crowd
75262,75262,2228777,Endlich! ,0,0,0,,,,,,,
5360,5360,1934975,Endlich!,0,0,0,,,,,,,
34129,34129,2058535,Endlich!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47697,47697,2115149,Endlich!!!,1,0,0,,,,,,,
75238,75238,2228649,Gut so dieser Schwachsinn gehört nicht zu Deutschland.,0,0,0,,,,,,,
65290,65290,2187159,"Gut, dieser Schwachsinn gehört nicht zu Deutschland.",0,0,0,,,,,,,
75029,75029,2227689,"Welches Chaos müssen Geisel und Zuschke noch in Düsseldorf anrichten, bevor sie die Stadt verlassen!?",0,0,0,,,,,,,
75027,75027,2227685,"Welches Chaos müssen Geisel und Zuschke noch in Düsseldorf anrichten, bevor sie aus der Stadt verschwinden!?",0,0,0,,,,,,,
74977,74977,2227495,Ohne Worte....,0,0,0,,,,,,,
74635,74635,2226247,Cool!,0,0,0,,,,,,,
60646,60646,2168251,Cool.,0,0,0,,,,,,,
74630,74630,2226227,Warum wird die Nationalität des Täters nicht genannt?,0,0,0,,,,,,,
74624,74624,2226205,Warum wird die Nationalität dieses Betrügers nicht genannt? ,0,0,0,,,,,,,
74437,74437,2225363,Aha. Und in China ist ein Sack Reis umgefallen...,0,0,0,,,,,,,
11594,11594,1962375,....und in China ist ein Sack Reis umgefallen. ,1,0,0,,,,,,,
73997,73997,2223499,"Dann können sie ja die tausenden von Eltern und Mitschülern, die aus Ihrem klimaneutralen Urlaub nach Hause kommen,  schon dort begrüßen und bei Ensteigen und einladen mit Ihrer neuen Primax Klammoten in die von Parkservise vorgefahrenen Diesel SUVs einsteigen sehen.   ",0,0,0,,,,,,,
73142,73142,2220013,"Prima Idee. Dann können sie ja die tausenden von Eltern und Mitschülern, die aus Ihrem klimaneutralen Urlaub nach Hause kommen,  schon dort begrüßen und bei Ensteigen und einladen mit Ihrer neuen Primax Klammoten in die von Parkservise vorgefahrenen Diesel SUVs einsteigen sehen. ",0,0,0,,,,,,,
73752,73752,2222485,"Dann können sie ja die tausenden von Eltern und Mitschülern, die aus Ihrem klimaneutralen Urlaub nach Hause kommen,  schon dort begrüßen und bei Ensteigen und einladen mit Ihrer neuen Primax Klammoten in die von Parkservise vorgefahrenen Diesel SUVs einsteigen sehen. ",0,0,0,,,,,,,
72326,72326,2216611,Der größte Hund im ganzen Land ist und bleibt der Denunziant!,0,0,0,,,,,,,
72232,72232,2216167,"Der größte Lump im ganzen Land, das ist und bleibt der Denunziant.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
72305,72305,2216509,Glückwunsch an Trainer und Mannschaft! 95 Olé !,0,0,0,,,,,,,
28464,28464,2034997,Glückwunsch an Trainer und Mannschaft! 95 Olé!,0,0,0,,,,,,,
7713,7713,1944877,Künstler? Der größte Lump im ganzen Land das ist und bleibt der Denunziant.,0,1,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
71443,71443,2212851,"Hinter den Kulissen steht die Verliererkoalition aus 3-5 Parteien gegen den Wahlsieger doch schon fest. Da ist es vollkommen egal wie der Wähler wählt - es heisst alle gegen Einen. Die können auch würfeln. Denn selbst wenn der Rest nur jeweils eine eins würfelt , die ""etablierten"" Parteien addieren das einfach zu einer 5 oder sechs und schon reicht es",0,0,0,,,,,,,
69539,69539,2205009,"Kann er auch ruhigen Gewissens.  Hinter den Kulissen steht die Verliererkoalition aus 3-5 Parteien gegen den Wahlsieger doch schon fest. Da ist es vollkommen egal wie der Wähler wählt - es heisst alle gegen Einen. Die können auch würfeln. Denn selbst wenn der Rest nur jeweils eine eins würfelt , die ""etablierten"" Parteien addieren das einfach zu einer 5 oder sechs und schon reicht es.",0,0,0,,,,,,,
71295,71295,2212295,ENdlich!!!!,0,0,0,,,,,,,
71240,71240,2212043,Mimimimi ,0,1,3,0.0,0.0,0.0,1.0,2.0,1.0,0.0
2814,2814,1923847,Mimimimi,0,0,0,,,,,,,
71098,71098,2211455,"###Fast 250.000 Ausreisepflichtige in Deutschland###  Ob dies die wirkliche Zahl ist, bei den derzeitigen Grenzkontrollen!?  ",0,0,0,,,,,,,
71094,71094,2211437,"###Fast 250.000 Ausreisepflichtige in Deutschland###  Ob dies die wirkliche Zahl ist, bei den derzeitigen Grenzkontrollen!?  Ich Zweifel daran.",1,0,0,,,,,,,
71082,71082,2211385,"###Fast 250.000 Ausreisepflichtige in Deutschland### Offizielle Zahl!  Ob dies die wirkliche Zahl ist, bei den derzeitigen Grenzkontrollen!?  Ich Zweifel daran. ",1,0,0,,,,,,,
70857,70857,2210447,"Viersen ist „bunt (u.a. Blutrot), tol(l)erant und weltoffen.",1,0,0,,,,,,,
5586,5586,1935985,"Viersen ist „bunt (u.a. Blutrot), tol(l)erant und weltoffen.“",1,0,0,,,,,,,
33892,33892,2057663,"..... ist „bunt (u.a. Blutrot), tol(l)erant und weltoffen.“",0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70513,70513,2208907,"Geh, Andrea, GEH. Die Leiharbeiter Deutschlands weinen Dir keine Träne nach. ",0,0,0,,,,,,,
70511,70511,2208903,"Geh, Andrea, Geh. Die Leiharbeiter Deutschlands weinen Dir keine Träne nach. ",0,0,0,,,,,,,
70466,70466,2208717,Bravo!,0,0,0,,,,,,,
20045,20045,1999707,Bravo.,0,0,0,,,,,,,
62083,62083,2174573,Bravo.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70098,70098,2207259,"Wer um alles in der Welt ist Franca Lehfeldt? Wer ist diese Dame, dass sie einen solch langen Artikel in einer seriösen Tageszeitung bekommt?",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
70050,70050,2207045,"Who the f...ck is Franca Lehfeldt? Wer ist diese Dame, dass sie einen solch langen Artikel in einer seriösen Tageszeitung bekommt?",1,0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
70036,70036,2206999,"Ja, und?",0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
65125,65125,2186547,Ja und?,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
69560,69560,2205111,Sehr gut...,0,0,0,,,,,,,
69442,69442,2204609,Da ruft der Stalin aus der Gruft - besteuert doch die Atemluft. ,0,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
68648,68648,2201247, Da ruft der Stalin aus der Gruft - Besteuert doch die Luft.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
16291,16291,1983195,Sehr interessant.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68757,68757,2201735,"Finger hoch, wen das interessiert.",1,0,0,,,,,,,
3928,3928,1928789, Finger hoch wen das interessiert!,0,0,0,,,,,,,
12501,12501,1966595,"Finger hoch, wen das interessiert!",0,0,0,,,,,,,
68507,68507,2200647,"Hallo RPO, Die Weisheit des Lebens besteht im Ausschalten der unwesentlichen Dinge.",0,0,0,,,,,,,
28847,28847,2036549,Die Weisheit des Lebens besteht im Ausschalten der unwesentlichen Dinge.,0,0,0,,,,,,,
68453,68453,2200411,"Na denn , guten Appetit !",0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0
62392,62392,2175799,"Na denn, guten appetit !",0,0,0,,,,,,,
68390,68390,2200125,Langsam wird es lächerlich ,0,0,0,,,,,,,
51756,51756,2132041,Langsam wird lächerlich.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67554,67554,2196781,Richtig so.,0,0,0,,,,,,,
33811,33811,2057307,Richtig so,0,0,0,,,,,,,
46851,46851,2111845,Richtig so!,0,0,0,,,,,,,
67506,67506,2196571,Wen interessiert das? ,0,0,0,,,,,,,
53420,53420,2138953,Wen interessiert es?,0,0,0,,,,,,,
67377,67377,2196003,"Meinungsfreiheit ist ein Grundrecht in Deutschland. Das bedeutet aber nicht, dass man immer zu allem seinen Senf dazugeben muss. Sich seine eigene Unwissenheit einzugestehen erfordert meist mehr Größe, als blöd daher zu plappern.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
41222,41222,2088481,"1955 Meinungsfreiheit ist ein Grundrecht in Deutschland. Das bedeutet aber nicht, dass man immer zu allem seinen Senf dazugeben muss. Sich seine eigene Unwissenheit einzugestehen erfordert meist mehr Größe, als blöd daher zu plappern.",0,0,0,,,,,,,
41224,41224,2088485,"1955 Meinungsfreiheit ist ein Grundrecht in Deutschland. Das bedeutet aber nicht, dass man immer zu allem seinen Senf dazugeben muss. Sich seine eigene Unwissenheit einzugestehen erfordert meist mehr Größe, als blöd daher zu plappern.",0,0,0,,,,,,,
67303,67303,2195731,Dont panik. Der Markt bwird es schon richten.,0,0,0,,,,,,,
67302,67302,2195727,"DOT panik, der Markt wird es schon richten.",0,0,0,,,,,,,
66574,66574,2192613,Recht interessant!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66554,66554,2192553,"Das ist ja eine tolle Lösung!  ALLE müssen sich jetzt ausweisen, weil die Polizei nicht willens oder in der Lage oder mutig genug ist, die Personalien von einer Horde nordafrikanischer Bengel aufzunehmen und ihnen Hausverbot oder eine Strafe zu erteilen?  Werden jetzt auch die Freibäder zu No-Go-Areas?  Was kommt als nächstes?",0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66419,66419,2191939,"Das ist ja eine tolle Lösung!  ALLE müssen sich jetzt ausweisen, weil die Polizei nicht willens oder in der Lage oder mutig genug ist, die Personalien von einer Horde nordafrikanischer Bengel aufzunehmen und ihnen Hausverbot oder eine Strafe zu erteilen?  Werden jetzt auch die Freibäder zu No-Go-Areas?  Was kommt als nächstes?  ",0,0,2,0.0,1.0,1.0,1.0,0.0,1.0,0.0
66212,66212,2191051,Sehr guter Artikel,0,0,0,,,,,,,
12268,12268,1965595,Sehr guter Artikel!,0,0,0,,,,,,,
66018,66018,2190281,"altermann Donnerstag, 25. Juli 2019, 18:18 Uhr  Wenn sich denn die Leute zu diesem Schritt entschließen, wäre es trotzdem nicht umzusetzen, weil dafür kein ausreichendes Personal in den kleinen Bäckereien vorhanden wäre. Bei den ""Zugereisten"" sind halt überwiegend nur Akademiker und Ingenieure dabei und leider keine Bäckerei-Azubis oder Gesellen. Und wenn dann können die nur Fladenbrot, was aber auch nichts macht, da dies in 10 - 15 Jahren das meist gefragteste ""Brot"" sein wird.",0,1,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0
66017,66017,2190279," altermann Donnerstag, 25. Juli 2019, 18:18 Uhr  Wenn sich denn die Leute zu diesem Schritt entschließen, wäre es trotzdem nicht umzusetzen, weil dafür kein ausreichendes Personal in den kleinen Bäckereien vorhanden wäre. Bei den ""Zugereisten"" sind halt überwiegend nur Akademiker und Ingenieure dabei und leider keine Bäckerei-Azubis oder Gesellen. Und wenn dann können die nur Fladenbrot, was aber auch nichts macht, da dies in 10 - 15 Jahren das meist gefragteste ""Brot"" sein wird.",0,1,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
65975,65975,2190101,Gute Wahl,0,0,0,,,,,,,
60817,60817,2168901,Gute Wahl!,0,0,0,,,,,,,
65947,65947,2190001,wen interessiert es?,0,0,0,,,,,,,
56453,56453,2151433,Wen interessiert's?,0,0,0,,,,,,,
65609,65609,2188525,"Wir brauchen nicht mehr Polizei, mehr Sozialarbeiter, mehr Gefängniswärter, mehr Security-Kräfte. Wir brauchen weniger Migranten. So einfach ist die Lösung! ",0,1,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0
65366,65366,2187535,"Wir brauchen nicht mehr Polizei, mehr Sozialarbeiter, mehr Gefängniswärter. Wir brauchen weniger Migranten. So einfach ist die Lösung!",0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
65355,65355,2187487,Überraschung!,0,0,0,,,,,,,
8008,8008,1946223,Überraschung!!!,1,0,0,,,,,,,
41149,41149,2088183,"Ja, und?",0,0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
47815,47815,2115607,"Ja, und?",0,0,0,,,,,,,
51487,51487,2130941,Na und?,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64932,64932,2185699,Gute Idee! ,0,0,0,,,,,,,
38051,38051,2074971,Gute Idee!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64546,64546,2184061,"""Manieren machen uns zu Menschen"". Salvinis Äußerung zeigt, auf welchem Niveau sich dieser ""Innenminister"" bewegt....",0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
64545,64545,2184059,"""Manieren machen uns zu Menschen"". Salvinis Äußerung zeigt auf welchem Niveau sich dieser ""Innenminister"" beegt....",0,0,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0
64281,64281,2183019,Richtig !!!,0,0,0,,,,,,,
64135,64135,2182481,Jetzt diese unfähige EU auch ein Gesicht. Beides im Einklang.  Ironie Ende,0,0,0,,,,,,,
64132,64132,2182473,Jetzt hat die unfähige EU auch ein Gesicht. Beides im Einklang.  Ironie Ende,0,0,0,,,,,,,
64133,64133,2182475,Jetzt hat die unfähige EU auch ein Gesicht. Beides im Einklang.  Ironie Ende,0,0,0,,,,,,,
64055,64055,2182185,Was für ein Schwachsinn !,0,0,2,0.0,0.0,0.0,1.0,1.0,0.0,0.0
23514,23514,2014173,Was für ein Schwachsinn!,0,0,0,,,,,,,
32436,32436,2051591,Was für ein Schwachsinn! ,0,0,0,,,,,,,
46870,46870,2111923,Was für ein Schwachsinn!,0,0,0,,,,,,,
50969,50969,2129057,Was für ein Schwachsinn!,0,0,0,,,,,,,
63970,63970,2181859,"Das etablierte BRD Politsystem ist ein  ""Schrecken ohne Ende""  gleich wo es sich zeigt, handelt oder verdeckt agiert und dies nicht nur innerhalb des Landes sondern auch auf dem ganzen Kontinent.  Die Demokratie wird weiter entmachtet, F-Lachkräfte akkreditiert und die nicht zum Wohle dieser Nation.  Wie lange muss man dies noch ertragen?  ",0,0,0,,,,,,,
63969,63969,2181857,"Das etablierte BRD Politsystem ist ein  ""Schrecken ohne Ende""  gleich wo es sich zeigt, handelt oder verdeckt agiert und dies nicht nur innerhalb des Landes sondern auch auf dem ganzen Kontinent.  Die Demokratie wird weiter entmachtet,  F-Lachkräfte akkreditiert und die nicht zum Wohle dieser Nation.  Wie lange muss man dies noch ertragen?  ",0,0,0,,,,,,,
63964,63964,2181837,"Das etablierte BRD Politsystem ist ein  ""Schrecken ohne Ende""  gleich wo es sich zeigt, handelt oder verdeckt agiert und dies nicht nur innerhalb des Landes sondern auch auf dem ganzen Kontinent.  Die Demokratie wird weiter entmachtet, F-Lachkräfte akkreditiert und die nicht zum Wohle dieser Nation.  Wie lange muss man dies noch ertragen?  ",0,0,0,,,,,,,
63819,63819,2181365,"Nicht vergessen bei den nächsten ""Wählen"" zum EU-Parlament: Zuhause bleiben!",0,0,0,,,,,,,
60220,60220,2166569,"Nicht vergessen bei den nächsten ""Wählen"" zum EU-Parlament: einfach Zuhause bleiben.",0,0,0,,,,,,,
56165,56165,2150239,Gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,1,0,0,,,,,,,
63529,63529,2180313," Frau Rackete hat das nun wirklich nicht zu forden. Das sagt doch  der gesunde Menschenverstand, dass wir halb Afrika nicht aufnehmen  können. Sie sollte nach Afrika gehen und den Menschen dort Familienplanung  beibringen, denn mit ihrer Forderung unterstützt sie weiter die  illegalen Schlepperaktivitäten. ",1,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0
63413,63413,2179875," Die Schlepperkönigin hat das nun wirklich nicht zu forden. Das sagt doch  der gesunde Menschenverstand, dass wir halb Afrika nicht aufnehmen  können. Sie sollte nach Afrika gehen und den Menschen dort Familienplanung  beibringen, denn mit ihrer Forderung unterstützt sie weiter die  illegalen Schlepperaktivitäten. ",1,0,2,0.0,1.0,0.0,2.0,1.0,0.0,0.0
63153,63153,2178853,Lesenswert: https://basisinitiative.wordpress.com/2019/07/13/doris-ammon-zum-fall-rackete-ich-war-4-jahre-lang-fluchtlingshelferin/,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
63149,63149,2178831,Mal drüber nachdenken: https://basisinitiative.wordpress.com/2019/07/13/doris-ammon-zum-fall-rackete-ich-war-4-jahre-lang-fluchtlingshelferin/,0,0,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0
63043,63043,2178445,„Ein Land in dem wir gut und gerne leben.“ ,0,0,0,,,,,,,
23931,23931,2015913,In einem Land in dem wir gut und gerne leben.. ,0,0,0,,,,,,,
63002,63002,2178285,"Danke, Frau Merkel!",1,0,0,,,,,,,
6831,6831,1941313,"Danke, Frau Merkel.",0,0,0,,,,,,,
62394,62394,2175803,Es wird immer schlimmer in diesem Land !!,0,0,0,,,,,,,
25789,25789,2023793,Es wird immer schlimmer in diesem Land.,0,0,0,,,,,,,
62248,62248,2175197,"Wer die Wahrheit sagt, braucht ein schnelles Pferd",0,0,0,,,,,,,
47589,47589,2114715,Wer die Wahrheit spricht braucht ein schnelles Pferd ,0,0,0,,,,,,,
38610,38610,2077275,Bravo!,0,0,0,,,,,,,
59110,59110,2162223,Bravo!,0,0,0,,,,,,,
59169,59169,2162425,Bravo!,0,0,0,,,,,,,
61786,61786,2173321,Bravo!,0,0,0,,,,,,,
61508,61508,2172091,"""Retten, retten, retten""  Ich bin der Meinung, dass alle, die mit vermeintlich guter Absicht die Seenotrettung unterstützen und finanzieren, sich  moralisch mitschuldig machen an den unzähligen Toten im Mittelmeer, da sich immer mehr Menschen dazu ermuntert fühlen, ihr Leben zu riskieren und sich auf den lebensgefährlichen Weg zu machen.",0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61065,61065,2170065,"""Tausende demonstrieren in NRW für Seenotrettung""  Ich bin der Meinung, dass alle, die mit vermeintlich guter Absicht die Seenotrettung unterstützen und finanzieren,  sich  moralisch mitschuldig machen an den unzähligen Toten im Mittelmeer, da sich immer mehr Menschen dazu ermuntert fühlen, ihr Leben zu riskieren und sich auf den oft tödlichen Weg zu machen.",0,0,0,,,,,,,
61175,61175,2170599," Nicht gut gebrüllt Puma :-((( Nicht nur, da die Literatur hierzu als  „Gut gebrüllt Löwe“ besser bekannt, und noch dazu sinnvoller für die Horizontalerweiterung ist, ",0,0,0,,,,,,,
61139,61139,2170423,"Nicht gut gebrüllt Puma :-((( Nicht nur, da die Literatur hierzu als  „Gut gebrüllt Löwe“ besser bekannt, und noch dazu sinnvoller für die Horizontalerweiterung ist, ",0,0,0,,,,,,,
60845,60845,2169043,"Man möchte den Bürgermeistern sagen: ""Wie man in den Wald hinein ruft, so schallt es heraus"" oder ""Wie du mir, so ich dir"" oder ""Wer anderen eine Grube gräbt, fällt selbst hinein""",0,0,0,,,,,,,
60653,60653,2168287,"Man möchte den Politerkern sagen: ""Wie man in den Wald hinein ruft, so schallt es heraus"" oder ""Wie du mir, so ich dir"" oder ""Wer anderen eine Grube gräbt, fällt selbst hinein""",0,0,0,,,,,,,
60344,60344,2167067,Wunderbare Wahlwerbung für unsere alternative Volkspartei.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40031,40031,2083161,Wunderbare Wahlwerbung für die alternative Volkspartei.,0,0,0,,,,,,,
40033,40033,2083167,Wunderbare Wahlwerbung für die neue alternative Volkspartei,0,0,0,,,,,,,
60342,60342,2167061,Wunderbare Wahlwerbung für unsere alternative Volkspartei. DANKE,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60343,60343,2167065,Wunderbare Wahlwerbung für unsere alternative Volkspartei.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
59868,59868,2165389,#null Toleranz für die Rackete,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59866,59866,2165379,#null Toleranz für Rackete,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59598,59598,2164283,Na und !,0,0,0,,,,,,,
37745,37745,2073665,Na und!,0,0,0,,,,,,,
59536,59536,2163965,Haben Böhmermann und Heuller-Umlauf eine Terrasse?,1,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0
59159,59159,2162397,Haben Blödermann und Heuller-Einlauf eine Terrasse?  ,1,1,5,0.0,0.0,0.0,5.0,1.0,1.0,0.0
59147,59147,2162349,"Ich glaube Frau Merkel ist eigentlich nicht mehr in der Lage ihr Amt richtig ausführen.  Ich meine gesundheitlich inhaltlich ja schon seit 2015 nicht mehr.  Man sollte davon ausgehen, dass es Frau Merkel nur noch darum  geht Ihre vierte Amtszeit zu überstehen, damit sie als Kanzlerin neuen Rekord aufstellen kann. Oder warum hat sie sich, wo ist nur geht schon soweit unsichtbar gemacht .  Aber auch hier:  wir schaffen das !!",1,0,0,,,,,,,
59056,59056,2162047,"Ich glaube Frau Merkel ist eigentlich nicht mehr in der Lage ihr Amt richtig ausführen.   Ich meine gesundheitlich inhaltlich ja schon seit 2015 nicht mehr.   Man sollte davon ausgehen, dass es Frau Merkel nur noch darum  geht Ihre vierte Amtszeit zu überstehen, damit sie als Kanzlerin neuen Rekord aufstellen kann.  Oder warum hat sie sich, wo ist nur geht schon soweit unsichtbar gemacht .   Aber auch hier:  wir schaffen das !! ",1,0,0,,,,,,,
58815,58815,2161031,Also außer Spesen nichts gewesen!,0,0,0,,,,,,,
7364,7364,1943429,Außer Spesen nichts gewesen!,0,0,0,,,,,,,
58731,58731,2160687,Danke Alternative,0,0,0,,,,,,,
58601,58601,2160155,Danke Alternative.,0,0,0,,,,,,,
58273,58273,2158935,Und die Erde ist eine Scheibe.,0,0,0,,,,,,,
24393,24393,2017775,und die Erde ist eine Scheibe.,0,0,0,,,,,,,
58137,58137,2158441,"Warum sind die Akten im Lübcke Fall und NSU 120 Jahre gesperrt?  Warum ist der selbe V-Mann der auch beim NSU dabei war, bei Lübcke wieder in Erscheinung getreten?  Alles etwas seltsam, wenn man nichts zu verbergen hätte! ",1,0,0,,,,,,,
58136,58136,2158437,"Warum sind die Akten im Lübcke Fall und NSU 120 Jahre gesperrt?  Warum ist der selbe V-Mann der auch beim NSU dabei war, bei Lübcke wieder in Erscheinung getreten?  Alles sehr seltsam, wenn man nichts zu verbergen hätte!",1,0,0,,,,,,,
57837,57837,2157173,eine unverschämtheit sondergleichen Forensik so auch kommen kann,0,0,2,0.0,0.0,0.0,0.0,1.0,2.0,0.0
57797,57797,2157027,eine Unverschämtheit sondergleichen! Forensik so auch kommen kann,0,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0
57425,57425,2155515,"""auch Vegetarier und Veganer kommen in den Genuss."": Viele assoziieren mit veganer Ernährung vor allem Verzicht. Ärzte weisen aber darauf hin, dass Veganer keineswegs kränkliche Genussverweigerer sind, sondern gesünder leben als der Durchschnitt. Diese Form der Ernährung könne vor Diabetes, Bluthochdruck und sogar Krebs schützen. ",0,0,0,,,,,,,
17506,17506,1988469,"""die Hälfte der Gerichte ist vegan"": Viele assoziieren mit veganer Ernährung vor allem Verzicht. Ärzte weisen aber darauf hin, dass Veganer keineswegs kränkliche Genussverweigerer sind, sondern gesünder leben als der Durchschnitt. Diese Form der Ernährung könne vor Diabetes, Bluthochdruck und sogar Krebs schützen. ",0,0,0,,,,,,,
57257,57257,2154855,"Das ist auch gut, denn die Abschaffung des Bargeldes käme einer Enteignung des Bürgers gleich.  Trifft diese ein, ist m.E. Anlass  für einen Bürgerkrieg gegeben.",0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57255,57255,2154849,"Die Abschaffung des Bargeldes käme einer Enteignung des Bürgers gleich.  Trifft diese ein, ist m.E. Anlass  für einen Bürgerkrieg gegeben.",0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57161,57161,2154405,Hochmut kommt vor dem Fall,0,0,0,,,,,,,
1890,1890,1919905,Hochmut kommt vor dem Fall.,0,0,0,,,,,,,
56751,56751,2152651,Deutschland im Öko Radikalismus angekommen!,0,0,0,,,,,,,
56110,56110,2150039,Deutschland im Ökö Radikalismus angekommen!,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56743,56743,2152627,"„ Nein der Feind ist die SPD selber. 10 Millionen STIMMEN sind mit einem Gesetz weg gefallen. In 2005 wurde das Gesetz in Bezug auf die Direktversicherung geändert damit sind 6,2 Million Versicherte um 40 Milliarden Euro betrogen wurden. Wenn man zu den 6,2 Million noch die Angehörigen dazurechnet, sind das 10 Millionen Stimmen die sicher nicht mehr die SPD wählen",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56735,56735,2152599,"Nein der Feind ist die SPD selber. 10 Millionen STIMMEN sind mit einem Gesetz weg gefallen. In 2005 wurde das Gesetz im Bezug auf die Direktversicherung geändert damit sind 6,2 Million Versicherte um 40 Milliarden Euro betrogen wurden. Wenn man zu den 6,2 Million nach die Angehörigen da zurechnet sind das 10 Millionen Stimmen die sicher nicht mehr die SPD wählen. ",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
56507,56507,2151655,Wird hier die Bevölkerung/Anwohner schickaniert um eine Stimmung gegen den Protest zu schaffen?,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56503,56503,2151637,Wird hier die Bevölkerung/Anwohner schikaniert um eine Stimmung gegen den Protest zu schaffen?,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
56486,56486,2151561,Neues aus dem Mickey Maus Rechtstaat!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
47212,47212,2113113,Neues aus dem Mickey Maus Rechtstaat!!!,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
55807,55807,2148827,"Wer sich mal wirklich mit der Realität der BRD sowie dem Zustand der *PD auseinandersetzen will, sollten dem Herrn Buschkowsky mal aufmerksam zuhören und dies würde ich auch der *PD dringend anraten.  https://www.welt.de/politik/deutschland/article179751228/SPD-Heinz-Buschkowsky-rechnet-mit-seiner-Partei-ab.html",0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55806,55806,2148823,"Wer sich mal wirklich mit der Realität der BRD sowie dem Zustand der *PD auseinandersetzen will, sollten dem Herrn Buschkowsky mal aufmerksam zuhören und dies würde ich auch der *PD dringend anraten.  https://www.welt.de/politik/deutschland/article179751228/SPD-Heinz-Buschkowsky-rechnet-mit-seiner-Partei-ab.html ",0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
55440,55440,2147315,"Nur mal zum Nachdenken die Vornamen der Mannschaft:  Bekir, Mohamed, Omercan, Tolga, Salih, Kerim, Ömer, Mustafa, Aykut, Tugay, Kerim, Tuncay, Tayfun, Haci, Burak, Emre, Sami , Ehad, Oguzhan, Bünjamin, Ahmet  Das nenne ich gelungene Integration!",0,0,0,,,,,,,
55168,55168,2145949,"Nur mal zum Nachdenken die Vornamen der Mannschaft:  Bekir, Mohamed, Omercan, Tolga, Salih, Kerim, Ömer, Mustafa, Aykut, Tugay, Kerim, Tuncay, Tayfun, Haci, Burak, Emre, Sami , Ehad, Oguzhan, Bünjamin, Ahmet  Das nenne ich gelungene Integration! ",0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
55428,55428,2147277,"Ich kann nur hoffen dass alle Künstler zusammenhalten und Monheim ignorieren, solange ""Seine Hoheit"" noch die ""Kunstkeule"" schwingt. So kennen wir ja seine Herrlichkeit, was ihm nicht passt wird beseitigt oder entlassen. Auch wenn eine Entlassung wieder zurückgenommen werden muss, setzt leider kein Lernprozess ein.",0,0,0,,,,,,,
