,Unnamed: 0,id,Text,Reject Newspaper,Reject Crowd,Rejection Count Crowd,Sexism Count Crowd,Racism Count Crowd,Threat Count Crowd,Insult Count Crowd,Profanity Count Crowd,Meta Count Crowd,Advertisement Count Crowd
70301,70301,2208045,Mein Beileid gilt der Familie des getöteten Radfahrers. Die Reduzierung der Höchstgeschwindigkeit von 70 auf 50 und die damit verbundene reduzierte Gelbphase haben augenscheinlich nicht den gewünschten Erfolg gebracht. Die Stelle gilt es weiter zu entschärfen mit einem Rotlichtblitzer + Radarfalle. Die Verkehrsteilnehmer im genannten Bereich + Anschlussstelle Moers-Ost sollten ihr tägliches unfallgefährdendes Verhalten mal kritisch hinterfragen oder einfach ihren Führerschein entwerten lassen.,0,0,0,,,,,,,
70300,70300,2208041,Mein Beileid gilt der Familie des getöteten Radfahrers. Die Reduzierung der Höchstgeschwindigkeit von 70 auf 50 und die damit verbundene reduzierte Gelbphase haben augenscheinlich nicht den gewünschten Erfolg gebracht. Die Stelle gilt es weiter zu entschärfen mit einem Rotlichtblitzer + Radarfalle. Die Verkehrsteilnehmer im genannten Bereich + Anschlussstelle Moers-Ost sollten ihr tägliches unfallgefährdendes Verhalten mal kritisch hinterfragen oder einfach ihren Führerschein entwerten lassen.,0,0,0,,,,,,,
70036,70036,2206999,"Ja, und?",0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
41149,41149,2088183,"Ja, und?",0,0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
47815,47815,2115607,"Ja, und?",0,0,0,,,,,,,
69515,69515,2204933,"Sonst wird immer davon gefaselt, dass  jeder Mensch einen zweite  Chance haben muss.  Tönnies hat sich entschuldigt. Warum will man ihm im ""Netz"" keine zweite Chance geben? Ist er ein Mensch, der anders als andere Menschen behandelt werden muss? Wenn dies so ist, würde er dann nicht ungleich behandelt werden? Ist Ungleichbehandlung nicht auch eine Form von Diskriminierung?",0,0,0,,,,,,,
69513,69513,2204929,"Sonst wird immer davon gefaselt, dass  jeder Mensch einen zweite  Chance haben muss.  Tönnies hat sich entschuldigt. Warum will man ihm im ""Netz"" keine zweite Chance geben? Ist er ein Mensch, der anders als andere Menschen behandelt werden muss? Wenn dies so ist, würde er dann nicht ungleich behandelt werden? Ist Ungleichbehandlung nicht auch eine Form von Diskriminierung?",0,0,0,,,,,,,
69231,69231,2203767,"Da wird wieder mal auf hohem Niveau lamentiert, weil es sich um Migranten handelt. Um das Klassenzeil nicht zu gefährden, müssen deutsche Kinder, welche die Schulreife wegen ADHS, Sprachdefiziten oder sonstiger Probleme noch nicht erreicht haben, verpflichtend ein Jahr die Vorschule besuchen, bevor sie eine Zulassung zur Grundschule erhalten. Warum sollen ausländische Kinder bevorzugt behandelt werden, die gar nicht oder schlecht Deutsch können?",0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
69228,69228,2203757,"Da wird wieder mal auf hohem Niveau lamentiert, weil es sich um Migranten handelt. Um das Klassenzeil nicht zu gefährden, müssen deutsche Kinder, welche die Schulreife wegen ADHS, Sprachdefiziten oder sonstiger Probleme noch nicht erreicht haben, verpflichtend ein Jahr die Vorschule besuchen, bevor sie eine Zulassung zur Grundschule erhalten. Warum sollen ausländische Kinder bevorzugt behandelt werden, die gar nicht oder schlecht Deutsch können?",0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
68270,68270,2199641,"Sowenig Niveau war nie! Selbst Qualitätsmedien berichten ausführlich und mit Hingabe über platteste Boulevardthemen, während kritische Politthemen irgendwo unter „ferner liefen“ erscheinen. ",0,0,0,,,,,,,
32038,32038,2049903,"Sowenig Niveau war nie! Selbst Qualitätsmedien berichten ausführlich und mit Hingabe über platteste Boulevardthemen, während kritische Politthemen irgendwo unter „ferner liefen“ erscheinen. ",0,0,0,,,,,,,
33090,33090,2054403,"Sowenig Niveau war nie! Selbst Qualitätsmedien berichten ausführlich und mit Hingabe über platteste Boulevardthemen, während kritische Politthemen irgendwo unter „ferner liefen“ erscheinen. ",0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
49197,49197,2121423,"Sowenig Niveau war nie! Selbst Qualitätsmedien berichten ausführlich und mit Hingabe über platteste Boulevardthemen, während kritische Politthemen irgendwo unter „ferner liefen“ erscheinen. ",0,0,0,,,,,,,
68251,68251,2199575,"Falls jemanden meine Meinung interessiert (glücklicherweise steht es hier jedem frei, sie zu lesen oder eben nicht): Haltung zu zeigen bedeutet auch, sich und anderen gelegentlich seine Wissenslücken und damit seine Meinungslosigkeit einzugestehen. Und stattdessen Fragen zu stellen. Oder im Zweifel einfach mal die Klappe zu halten.",0,0,0,,,,,,,
50324,50324,2126409,"Falls jemanden meine Meinung interessiert (glücklicherweise steht es hier jedem frei, sie zu lesen oder eben nicht): Haltung zu zeigen bedeutet auch, sich und anderen gelegentlich seine Wissenslücken und damit seine Meinungslosigkeit einzugestehen. Und stattdessen Fragen zu stellen. Oder im Zweifel einfach mal die Klappe zu halten.",0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
67579,67579,2196877,Sehr gut.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60766,60766,2168715,Sehr gut.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
67554,67554,2196781,Richtig so.,0,0,0,,,,,,,
34820,34820,2061355,Richtig so.,0,0,0,,,,,,,
67377,67377,2196003,"Meinungsfreiheit ist ein Grundrecht in Deutschland. Das bedeutet aber nicht, dass man immer zu allem seinen Senf dazugeben muss. Sich seine eigene Unwissenheit einzugestehen erfordert meist mehr Größe, als blöd daher zu plappern.",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47114,47114,2112769,"Meinungsfreiheit ist ein Grundrecht in Deutschland. Das bedeutet aber nicht, dass man immer zu allem seinen Senf dazugeben muss. Sich seine eigene Unwissenheit einzugestehen erfordert meist mehr Größe, als blöd daher zu plappern.",0,0,0,,,,,,,
66677,66677,2193057,"Ui, das ist ein richtig schlimmes Lied. Betont emotional, viel zu seicht. Könnte auch vom FC Bauern München sein sowas. Viel Spaß mit diesem  Klatschpappenpublikum-Stimungskiller, liebe Gladbacher!",0,1,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
66137,66137,2190733,"Ui, das ist ein richtig schlimmes Lied. Betont emotional, viel zu seicht. Könnte auch vom FC Bauern München sein sowas. Viel Spaß mit diesem  Klatschpappenpublikum-Stimungskiller, liebe Gladbacher!",0,0,0,,,,,,,
66675,66675,2193051,"Ui, das ist ein richtig schlimmes Lied. Betont emotional, viel zu seicht. Könnte auch vom FC Bauern München sein sowas. Viel Spaß mit diesem  Klatschpappenpublikum-Stimungskiller, liebe Gladbacher!",0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
66665,66665,2192967,"Sehr geehrte Redaktion, versuchen (!) Sie bitte (!), Framing jeglicher Art zu unterlassen! Es handelt sich eben nicht um eine „Messerstecherei“, bei der die Beteiligten jeweils zu einem Messer gegriffen haben, sondern um einen angreifenden Messermann, der auf einen mutmaßlich Unbewaffneten losgegangen ist!",0,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66663,66663,2192955,"Sehr geehrte Redaktion, versuchen (!) Sie bitte (!), Framing jeglicher Art zu unterlassen! Es handelt sich eben nicht um eine „Messerstecherei“, bei der die Beteiligten jeweils zu einem Messer gegriffen haben, sondern um einen angreifenden Messermann, der auf einen mutmaßlich Unbewaffneten losgegangen ist!",0,0,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0
66575,66575,2192615,Alles wird gut!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66199,66199,2191007,Alles wird gut!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
66292,66292,2191417,"Rassistische Taten?  Diskriminierende Äußerungen über ""alte weiße Männer"" höre ich seitens der Grünen.  Die Grüne Jugend skandiert auf Demonstrationen ""Nie wieder Deutschland"".  Frau Göring-Eckardt sollte den Rassismus in ihrer eigenen Partei mal angehen.",0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66288,66288,2191405,"Rassistische Taten?  Diskriminierende Äußerungen über ""alte weiße Männer"" höre ich seitens der Grünen.  Die Grüne Jugend skandiert auf Demonstrationen ""Nie wieder Deutschland"".  Frau Göring-Eckardt sollte den Rassismus in ihrer eigenen Partei mal angehen.",0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66131,66131,2190713,Sommerloch,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
63945,63945,2181779,Sommerloch,0,0,0,,,,,,,
65328,65328,2187325,???,1,0,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0
57917,57917,2157479,???,1,1,3,0.0,0.0,0.0,0.0,0.0,3.0,0.0
64869,64869,2185411,Sehr interessant!,0,0,0,,,,,,,
33133,33133,2054589,Sehr interessant!,0,0,0,,,,,,,
38046,38046,2074947,Sehr interessant!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
64533,64533,2184025,"Jawoll, es grünt so grün, wenn Deutschlands Wähler abstimmen. Aber wir wollen mal sehen, wie es in der Realität ausschaut, z.B. bei den nächsten Landtagswahlen.",0,0,0,,,,,,,
64532,64532,2184023,"Jawoll, es grünt so grün, wenn Deutschlands Wähler abstimmen. Aber wir wollen mal sehen, wie es in der Realität ausschaut, z.B. bei den nächsten Landtagswahlen.",0,0,0,,,,,,,
64496,64496,2183881,"► Bei verstärkten Kontrollen der Scooternutzer in Köln musste Anfang Juli fast jeder zweite Tretrollerfahrer ein Verwarnungsgeld zahlen Das ist doch die Lösung! Kassieren, bis den Nutzern der Spaß vergeht ...",0,0,0,,,,,,,
64490,64490,2183855,"► Bei verstärkten Kontrollen der Scooternutzer in Köln musste Anfang Juli fast jeder zweite Tretrollerfahrer ein Verwarnungsgeld zahlen Das ist doch die Lösung! Kassieren, bis den Nutzern der Spaß vergeht ...",0,0,0,,,,,,,
64133,64133,2182475,Jetzt hat die unfähige EU auch ein Gesicht. Beides im Einklang.  Ironie Ende,0,0,0,,,,,,,
64132,64132,2182473,Jetzt hat die unfähige EU auch ein Gesicht. Beides im Einklang.  Ironie Ende,0,0,0,,,,,,,
63970,63970,2181859,"Das etablierte BRD Politsystem ist ein  ""Schrecken ohne Ende""  gleich wo es sich zeigt, handelt oder verdeckt agiert und dies nicht nur innerhalb des Landes sondern auch auf dem ganzen Kontinent.  Die Demokratie wird weiter entmachtet, F-Lachkräfte akkreditiert und die nicht zum Wohle dieser Nation.  Wie lange muss man dies noch ertragen?  ",0,0,0,,,,,,,
63964,63964,2181837,"Das etablierte BRD Politsystem ist ein  ""Schrecken ohne Ende""  gleich wo es sich zeigt, handelt oder verdeckt agiert und dies nicht nur innerhalb des Landes sondern auch auf dem ganzen Kontinent.  Die Demokratie wird weiter entmachtet, F-Lachkräfte akkreditiert und die nicht zum Wohle dieser Nation.  Wie lange muss man dies noch ertragen?  ",0,0,0,,,,,,,
63940,63940,2181761,"Von der Leyen erhielt Stimmen von ""EU-kritischen"" Abgeordneten. ""Honi soit qui mal y pense"".",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63939,63939,2181757,"Von der Leyen erhielt Stimmen von ""EU-kritischen"" Abgeordneten. ""Honi soit qui mal y pense"".",0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63794,63794,2181295,gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,0,0,0,,,,,,,
14850,14850,1977025,gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,0,0,0,,,,,,,
31920,31920,2049393,gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,0,0,0,,,,,,,
49246,49246,2121655,gegen Zoos und Tierparks! Artgerecht ist nur die Freiheit!,1,0,0,,,,,,,
63426,63426,2179961,Gerade so Leute wie Bernd Höcke machen die AFD unwählbar ,0,0,0,,,,,,,
63405,63405,2179843,Gerade so Leute wie Bernd Höcke machen die AFD unwählbar ,0,0,0,,,,,,,
62858,62858,2177713,"Die Monopolisierung der Neusser Gesundheitsversorgung. Ein echter Skandal. Verlierer wird vor allem das Personal sein, da Fusionen dieser Art fast immer Personaleinsparungen bedeuten. Verlierer ist aber auch der Patient, da es kaum mehr eine Wahlfreiheit gibt. Gewinner ist die Politik, da sie schon seit langer Zeit den notwendigen Krankenhausinvestitionen in Neuss und im Kreis nicht richtig nachkommt und sich nun durch die Fusion Luft verschafft hat.",0,0,0,,,,,,,
62711,62711,2177199,"Die Monopolisierung der Neusser Gesundheitsversorgung. Ein echter Skandal. Verlierer wird vor allem das Personal sein, da Fusionen dieser Art fast immer Personaleinsparungen bedeuten. Verlierer ist aber auch der Patient, da es kaum mehr eine Wahlfreiheit gibt. Gewinner ist die Politik, da sie schon seit langer Zeit den notwendigen Krankenhausinvestitionen in Neuss und im Kreis nicht richtig nachkommt und sich nun durch die Fusion Luft verschafft hat.",0,0,0,,,,,,,
62755,62755,2177355,Gute Besserung.,1,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5973,5973,1937511,Gute Besserung.,0,0,0,,,,,,,
62731,62731,2177271,"Der Vergleich hinkt zwar aber ich schreib es trotzdem.Die Pyramiden stehen seit über 5000 Jahren aber unsere Brücken geben nach 50 Jahren den Geist auf. Deutschland das Land der Dichter und Denker, der großen Ingenieurskunst. 233 Millionen? Wahrscheinlich eher 2, 3 Milliarden und die Bauzeit wird sich dann von 6 auf 10 -15 Jahre verlängern.",0,0,0,,,,,,,
62729,62729,2177257,"Der Vergleich hinkt zwar aber ich schreib es trotzdem.Die Pyramiden stehen seit über 5000 Jahren aber unsere Brücken geben nach 50 Jahren den Geist auf. Deutschland das Land der Dichter und Denker, der großen Ingenieurskunst. 233 Millionen? Wahrscheinlich eher 2, 3 Milliarden und die Bauzeit wird sich dann von 6 auf 10 -15 Jahre verlängern.",0,0,0,,,,,,,
62341,62341,2175593,Nationalhymnenallergie?,0,0,0,,,,,,,
55723,55723,2148547,Nationalhymnenallergie?,0,0,0,,,,,,,
62333,62333,2175557,"Es wäre schön, wenn sich auch andere Berufsgruppen, die ihren Job durch die Klimahysterie verlieren,  ""randalieren"" würden. Diese Menschen sind es, die unmittelbar und oft existentiell von den Folgen be- und getroffen sind. In Frankreich z. Bsp. klappt das viel besser.",0,0,0,,,,,,,
62278,62278,2175319,"Es wäre schön, wenn sich auch andere Berufsgruppen, die ihren Job durch die Klimahysterie verlieren,  ""randalieren"" würden. Diese Menschen sind es, die unmittelbar und oft existentiell von den Folgen be- und getroffen sind. In Frankreich z. Bsp. klappt das viel besser.",0,0,0,,,,,,,
62083,62083,2174573,Bravo.,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20045,20045,1999707,Bravo.,0,0,0,,,,,,,
62064,62064,2174503,Sehr richtig!,0,0,0,,,,,,,
12402,12402,1966193,Sehr richtig!,0,0,0,,,,,,,
62048,62048,2174459,"Die Behauptung, dass 96 % des Kohlenstoffdioxids in der Atmosphäre natürlichen Ursprungs sei, ist Unsinn.",0,0,0,,,,,,,
62037,62037,2174417,"Die Behauptung, dass 96 % des Kohlenstoffdioxids in der Atmosphäre natürlichen Ursprungs sei, ist Unsinn.",0,0,0,,,,,,,
62040,62040,2174427,"Jetzt wo Düsseldorf den Klimanotstand ausgerufen hat,  stellt sich die Frage,  was der Klimaschutz zu solch einer Veranstaltung sagt ?  Oder ist dies mit dem Klimanotstand nur reiner Populismus ! ",0,0,0,,,,,,,
62039,62039,2174425,"Jetzt wo Düsseldorf den Klimanotstand ausgerufen hat,  stellt sich die Frage,  was der Klimaschutz zu solch einer Veranstaltung sagt ?  Oder ist dies mit dem Klimanotstand nur reiner Populismus ! ",0,0,0,,,,,,,
61818,61818,2173433,"Die Ökosteuer ist reine Geldmacherei. So wird es auch in Deutschland kommen. Das Verhalten der Menschen wird dadurch nicht geändert und erst recht nicht das Klima. Die etablierten Parteien in Europa haben auf eine neue Geldeinnahmequelle gehofft, weil die Einladungen an die Neubürger doch teurer geworden sind, als gedacht.",0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61679,61679,2172891,"Die Ökosteuer ist reine Geldmacherei. So wird es auch in Deutschland kommen. Das Verhalten der Menschen wird dadurch nicht geändert und erst recht nicht das Klima. Die etablierten Parteien in Europa haben auf eine neue Geldeinnahmequelle gehofft, weil die Einladungen an die Neubürger doch teurer geworden sind, als gedacht.",0,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0
61815,61815,2173423,"Umso mehr gerettet werden, umso mehr machen sich auf den Weg, umso mehr ertrinken.",0,0,0,,,,,,,
61549,61549,2172237,"Umso mehr gerettet werden, umso mehr machen sich auf den Weg, umso mehr ertrinken.",0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
61430,61430,2171819,Ist ja großartig!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
49689,49689,2123585,Ist ja großartig!,0,0,0,,,,,,,
60380,60380,2167217,"Der Europäische Gerichtshof für Menschenrechte hat noch vor einer Woche einen Eilantrag der Sea Watch zurückgewiesen und verneint, dass diese ein Recht habe, einen italienischen Hafen anzusteuern.  https://www.zeit.de/gesellschaft/zeitgeschehen/2019-06/seenotrettung-sea-watch-3-italien-europaeischer-gerichtshof-menschenrechte",0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0
60372,60372,2167187,"Der Europäische Gerichtshof für Menschenrechte hat noch vor einer Woche einen Eilantrag der Sea Watch zurückgewiesen und verneint, dass diese ein Recht habe, einen italienischen Hafen anzusteuern.  https://www.zeit.de/gesellschaft/zeitgeschehen/2019-06/seenotrettung-sea-watch-3-italien-europaeischer-gerichtshof-menschenrechte",0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2.0
60344,60344,2167067,Wunderbare Wahlwerbung für unsere alternative Volkspartei.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60343,60343,2167065,Wunderbare Wahlwerbung für unsere alternative Volkspartei.,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60281,60281,2166787,Bundesverdienstkreuz und Friedensnobelpreis  für Carola Rackete! Der rostige Salvini für AfD-Spenden- und Messermädel Weidel!,0,1,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
60279,60279,2166775,Bundesverdienstkreuz und Friedensnobelpreis  für Carola Rackete! Der rostige Salvini für AfD-Spenden- und Messermädel Weidel!,0,1,3,0.0,0.0,0.0,3.0,0.0,0.0,0.0
60076,60076,2166089,#Kriminell bleibt Kriminell,1,0,0,,,,,,,
60072,60072,2166081,#Kriminell bleibt Kriminell,1,0,0,,,,,,,
60001,60001,2165845,Das hat ja nun der Dümmste begriffen. Merkel die Jahrhundert - Täuscherin. Van der Leyen ? Eine Katastrophe . Ein Betrug am Wähler erster Klasse. Die AfD lacht sich schlapp. Neue Wähler werden kommen. Es geht nicht anders.,0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
59977,59977,2165773,Das hat ja nun der Dümmste begriffen. Merkel die Jahrhundert - Täuscherin. Van der Leyen ? Eine Katastrophe . Ein Betrug am Wähler erster Klasse. Die AfD lacht sich schlapp. Neue Wähler werden kommen. Es geht nicht anders.,0,1,3,0.0,0.0,0.0,2.0,0.0,1.0,0.0
59527,59527,2163903,"Die einen ""retten"", die anderen Spenden und wieder andere nehmen ""im Namen des Volkes"" großzügig auf.  Zahlen darf dann das gemeine Volk.  Zum Ausgleich bekommt es keine bezahlbaren Wohnungen mehr, immer höhere Steuern und Abgaben,Schulen mit 80 % Migrantenanteil, eine überbeschäftigte Justi,z volle Gefängnisse und immer mehr Angsträume und eine ungewollte Kulturbereicherung.  Zur Lösung der Probleme wird der Kampf gegen ""rechts"" weiter verstärkt und wer aufmuckt gehört zu den zu Bekämpfenden.",1,0,0,,,,,,,
59517,59517,2163863,"Die einen ""retten"", die anderen Spenden und wieder andere nehmen ""im Namen des Volkes"" großzügig auf.  Zahlen darf dann das gemeine Volk.  Zum Ausgleich bekommt es keine bezahlbaren Wohnungen mehr, immer höhere Steuern und Abgaben,Schulen mit 80 % Migrantenanteil, eine überbeschäftigte Justi,z volle Gefängnisse und immer mehr Angsträume und eine ungewollte Kulturbereicherung.  Zur Lösung der Probleme wird der Kampf gegen ""rechts"" weiter verstärkt und wer aufmuckt gehört zu den zu Bekämpfenden.",1,0,0,,,,,,,
59526,59526,2163901,"Die einen ""retten"", die anderen Spenden und wieder andere nehmen ""im Namen des Volkes"" großzügig auf.  Zahlen darf dann das gemeine Volk.  Zum Ausgleich bekommt es keine bezahlbaren Wohnungen mehr, immer höhere Steuern und Abgaben,Schulen mit 80 % Migrantenanteil, eine überbeschäftigte Justi,z volle Gefängnisse und immer mehr Angsträume und eine ungewollte Kulturbereicherung.  Zur Lösung der Probleme wird der Kampf gegen ""rechts"" weiter verstärkt und wer aufmuckt gehört zu den zu Bekämpfenden.",1,0,0,,,,,,,
59394,59394,2163327,"Vielleicht sollte Carola mal bei ihrem Waffenschieber-Vater ansetzen, hier könnte sie aktiv Fluchtursachen-Bekämpfung betreiben...",1,1,4,0.0,0.0,2.0,3.0,0.0,0.0,0.0
59393,59393,2163325,"Vielleicht sollte Carola mal bei ihrem Waffenschieber-Vater ansetzen, hier könnte sie aktiv Fluchtursachen-Bekämpfung betreiben...",1,1,3,0.0,0.0,1.0,2.0,0.0,0.0,0.0
59053,59053,2162033,Super!,0,0,0,,,,,,,
57532,57532,2155981,Super!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57862,57862,2157265,"Fast ein Jahr wurde in den Medien eine Kampagne gefahren, um die super gefährlichen Hobbydrohnen zu verdammen und auch für ein paar hundert Gramm schwere Modellflugzeuge gibt es strenge Regeln und strikte Überflugverbote, aber unsere Bundeswehr fliegt die gewagtesten Flugmanöver nicht etwa über dem Meer sondern über bewohntem Gebiet. Welche Idiotie.",0,0,0,,,,,,,
57723,57723,2156715,"Fast ein Jahr wurde in den Medien eine Kampagne gefahren, um die super gefährlichen Hobbydrohnen zu verdammen und auch für ein paar hundert Gramm schwere Modellflugzeuge gibt es strenge Regeln und strikte Überflugverbote, aber unsere Bundeswehr fliegt die gewagtesten Flugmanöver nicht etwa über dem Meer sondern über bewohntem Gebiet. Welche Idiotie.",0,0,0,,,,,,,
57855,57855,2157249,Sehr gut!,0,0,0,,,,,,,
31619,31619,2048095,Sehr gut!,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
57849,57849,2157237,Sehr gut!,0,0,0,,,,,,,
57492,57492,2155803,"Die Klage wird wohl (mal wieder) vom Aachener Gericht abgelehnt, da es dem Bauer Kremer-Schillings nicht möglich war, eventuelle Täter näher zu beschreiben. Und somit konnten seitens der Gerichtsbarkeit keine weiteren Untersuchungen angestellt werden, da keine eventuellen ""Täter"" mehr ausfindig gemacht werden können. Sollte aber diesbezüglich doch,,,, dann hat man da in Münster aber auch noch eine Oberstaatsanwaltschaft, ..... den Rest erspare ich mir. ",0,0,0,,,,,,,
57490,57490,2155793,"Die Klage wird wohl (mal wieder) vom Aachener Gericht abgelehnt, da es dem Bauer Kremer-Schillings nicht möglich war, eventuelle Täter näher zu beschreiben. Und somit konnten seitens der Gerichtsbarkeit keine weiteren Untersuchungen angestellt werden, da keine eventuellen ""Täter"" mehr ausfindig gemacht werden können. Sollte aber diesbezüglich doch,,,, dann hat man da in Münster aber auch noch eine Oberstaatsanwaltschaft, ..... den Rest erspare ich mir. ",0,0,0,,,,,,,
57356,57356,2155235,"Im Lande läuft nix mehr, CDU und SPD gehen die Wähler laufen. Und am Ende sieht man nur eine lachende Frau Dreyer und Schwesig. Und andere lachen auch immer auf den schönen bunten Bildern.  In Anbetracht der Situation dieses Landes eine Frechheit. Sozialsysteme, Staatsverschuldung, EURO und EURO-Haftung, Zuwanderung, Pensionsblase u.v.m. , alles zusammen ein Desaster.   Reiner Machterhalt, aber nie Lösungen für Probleme, die dieses Land ohne solche Gestalten nie bekommen hätte. ",0,0,0,,,,,,,
57336,57336,2155153,"Im Lande läuft nix mehr, CDU und SPD gehen die Wähler laufen. Und am Ende sieht man nur eine lachende Frau Dreyer und Schwesig. Und andere lachen auch immer auf den schönen bunten Bildern.  In Anbetracht der Situation dieses Landes eine Frechheit. Sozialsysteme, Staatsverschuldung, EURO und EURO-Haftung, Zuwanderung, Pensionsblase u.v.m. , alles zusammen ein Desaster.   Reiner Machterhalt, aber nie Lösungen für Probleme, die dieses Land ohne solche Gestalten nie bekommen hätte. ",0,0,0,,,,,,,
57285,57285,2154963,"Und da jammert die Politik, uns laufen die Leute zur AfD ab! Herr Reul, SIE ganz allein sind letztlich auch hierfuer verantwortlich! Ich warte immer noch auf Taten nach Ihren Worten (Sprechblasen)! Sorry, wer kann Sie denn noch fuer ernst nehmen? Wie wuerden Sie als Polizist reagieren, wenn Sie mit Faekalien beworfen oder mit Molotow-Cocktails nach Ihrem Leben getrachtet wuerde! Sie machen es diesen Hambis aber auch verdammt einfach! ",0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
57277,57277,2154925,"Und da jammert die Politik, uns laufen die Leute zur AfD ab! Herr Reul, SIE ganz allein sind letztlich auch hierfuer verantwortlich! Ich warte immer noch auf Taten nach Ihren Worten (Sprechblasen)! Sorry, wer kann Sie denn noch fuer ernst nehmen? Wie wuerden Sie als Polizist reagieren, wenn Sie mit Faekalien beworfen oder mit Molotow-Cocktails nach Ihrem Leben getrachtet wuerde! Sie machen es diesen Hambis aber auch verdammt einfach! ",0,0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0
57161,57161,2154405,Hochmut kommt vor dem Fall,0,0,0,,,,,,,
31811,31811,2048899,Hochmut kommt vor dem Fall,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0
50377,50377,2126639,Hochmut kommt vor dem Fall,0,0,0,,,,,,,
56759,56759,2152681,"Ganz gleich ob Gorleben, Wyhl oder Wackersdorf – wenn der Aktivismus nur konsequent durchgehalten wird, hat der energiepolitische Unfug irgendwann ein Ende. Ich bin stolz auf und solidarisch mit allen AktivistInnen. Wir alle werden es erleben, dass die Braunkohlemafia eines Tages den Rückzug macht.",0,0,0,,,,,,,
56756,56756,2152675,"Ganz gleich ob Gorleben, Wyhl oder Wackersdorf – wenn der Aktivismus nur konsequent durchgehalten wird, hat der energiepolitische Unfug irgendwann ein Ende. Ich bin stolz auf und solidarisch mit allen AktivistInnen. Wir alle werden es erleben, dass die Braunkohlemafia eines Tages den Rückzug macht.",0,0,0,,,,,,,
56758,56758,2152679,"Ganz gleich ob Gorleben, Wyhl oder Wackersdorf – wenn der Aktivismus nur konsequent durchgehalten wird, hat der energiepolitische Unfug irgendwann ein Ende. Ich bin stolz auf und solidarisch mit allen AktivistInnen. Wir alle werden es erleben, dass die Braunkohlemafia eines Tages den Rückzug macht.",0,0,0,,,,,,,
56661,56661,2152291,"Der Abbau von Kohle wirkt sich nachteilig auf Menschen und Umwelt aus, ebenso wie der Bau neuer Kraftwerke. Landschaften werden durch den Tagebau zerstört, Ebenen können sich senken, Menschen müssen umgesiedelt werden, der Grundwasserpegel sinkt.",0,0,0,,,,,,,
56440,56440,2151373,"Der Abbau von Kohle wirkt sich nachteilig auf Menschen und Umwelt aus, ebenso wie der Bau neuer Kraftwerke. Landschaften werden durch den Tagebau zerstört, Ebenen können sich senken, Menschen müssen umgesiedelt werden, der Grundwasserpegel sinkt.",0,0,0,,,,,,,
56471,56471,2151501,"ich würde gerne die gesichter der neubewohner des neuen  Quartiers sehen wenn die realität sie ein paar Meter weiter anspringt ob sie drogen brauchen  gepaart mit orientalischem flair die nächsten 200 meter in jede richtung,mg ist bunt",0,1,3,0.0,2.0,0.0,0.0,1.0,0.0,0.0
