text,label,five_folds,ten_folds,train_test_split
"Gehe ich richtig in der Annahme, dass der Täter einen Migrationshintergrund hat, weil er den Arzt als Nazischwein beschimpft hat.",1.0,4,8,1
So ein Nonsens was dem alles so durch das gebrauchsunfähige Gehirn schießt. Ich habe an Neujahr Geburtstag und da gibt es Feuerwerk basta. Man kann auch alles Übertreiben. Und in der Silvesternacht leuchtet es doch,1.0,4,8,1
"...auch den Tieren ist heiß.. und es lauern Gefahren...  trauriger weise mussten wir heute morgen im Pool des Nachbarn ein  totes Eichhörnchen bergen.   Bitte daran denken, Aufstiegshilfen für Tiere in den Wasserstellen zu installieren.",0.0,4,8,1
"Greta, es ist so traurig, wenn man sich die Bilder aus Amerika so anschaut. Du rufst und demonstrierst und es macht fast keiner mit. Komm doch zurück, nein- nicht nach Schweden in deine Heimat, komm zurück nach Deutschland. Die Bundesregierung, die Bischöfe und ganz viele Journalisten und Schüler warten auf dich und deine Inspirationen. Gemeinsam und - ich darf mal unsere Nationalelf zitieren, ""zsmmn"", werden wir als die deutsche ""Mannschaft"" die Welt retten.",0.0,4,8,1
nur zur Bewährung.... ...in Brunei Hand ab....  Wie sollen Islamisten das einordnen ?,1.0,4,8,1
"""Was jetzt passieren muss""  ^^ man möchte eigentlich nur lachen über solche Überschriften..  Klar natürlich, dass jetzt die Zeit der Demagogen kommt. Die sogenannten ""Anständigen"" werden mit Verboten noch und nöcher kommen und sich gegenseitig mit antidemokratischen Forderungen überbieten.  Nichts muss passieren. Nichts wird passieren. ",0.0,4,8,1
"An der Basis rumort es, weil Arbeitslose, Studienabbrecher und Apparatschiks besetzen die Posten - denn die haben ja viel Zeit sich nach oben zu robben abzusichern. Aber die Mitglieder sind es leid, sich eine unfähige Kanzlernachfolgerin vorsetzen zu lassen. Für die nächste Kanzlerkandidatur fordern viele die Urwahl. Die CDU-Spitze täte gut daran, die Satzung zu ändern. Sonst wandern noch mehr Mitglieder und Wähler ab - und das nicht nur zur AfD.",1.0,4,8,1
"Und was zeigt uns das? Sobald es ans Eingemachte geht, werden alle Menschen, egal welcher Nationalität, grantig. Dabei entsprechen Syrer sogar noch der Mentalität der Türken..soso nichts extrem Fremdartiges... Tja, was soll man dazu sagen?? Selbstreflektion, falls man dazu fähig ist, oder es überhaupt will, brächte Erkenntnis, dass man schön still sein sollte, bei anderen Ländern, wenn diese aufgebracht sind!",0.0,4,8,1
"Was? Wurde der 1. April jetzt in den August verlegt? Außer sich in einer politischen Partei hochzuschleimen und in Ämter reinzuschleimen kann der Herr Laschet offensichtlich und immer wieder bestätigt, gar nichts. Und wenn schon Kandidat, dann wäre er wohl eher etwas für die SPD oder die Grünen.",1.0,4,8,1
"Wenn es jedoch um Gutachten geht, Rentenkassen, Krankenkassen, Unfallversicherungen...., dann gibt es keine Einsprüche gegen das Röntgen. Da spielt auch das Alter der Betroffenen keine Rolle. Sind ja in aller Regel Menschen, die schon länger hier leben.",0.0,4,8,1
"Zitat: ""Demnach sind so gut wie alle Verdächtigen polizeibekannt, etwa wegen Verstößen gegen das Waffengesetz, Widerstands gegen die Staatsgewalt sowie wegen Gewaltdelikten.""  Kaum zu glauben, so unschuldig und fassungslos wie David W. in die Kamera schaut - wer's glaubt... ",0.0,4,8,1
"Liebe ZEIT-Leserinnen, liebe ZEIT-Leser, bitte beachten Sie: wegen des morgigen Weltfrauentags arbeiten die weiblichen Mitarbeiterinnen des ZEIT-Verlags morgen nicht.  Der Betrieb läuft wie gewohnt weiter.     — DIE ZEIT (@DIEZEIT) 7. März 2019",1.0,4,8,1
Cooler Typ!,0.0,4,8,1
"Leute wie diese Amani-Komikerin (schon der Name ist dumm) gehören mit zu dem niveausolesten und unwitzigstemm Kram, der auf diesem Planeten rumrennen darf! Kritik ist hier vollkommen berechtigt. Schade, dass man überhaupt mit sowas belästigt wird. Eigentlich sind solche Leute Niemande denen man keine Beachtung schenken sollte. Das es so etwas überhaupt gibt ist nur ein Zeichen den schleichenden Volksverblödung! Mit anisa Amani oder wie sie heißt, ab in die Tonne!",1.0,4,8,1
"Man tut nichts gegen die Altersarmut , stattdessen wird das Flaschensammeln erleichtert.  ",0.0,4,8,1
"Högel-Massenmörder-lebenslang in Haft:kein Anderes Urteil hätte ich verstanden,und die Hinterbliebenen ebensowenig!!! Ich hoffe,es werden keine Anstalten einer Revision gemacht. Würde mich in diesem Land auch nicht mehr wundern,wenn da noch Erfolgsaussichten bestünden!!!",0.0,4,8,1
"Da scheint aber ein ""Facharzt"" hervorragende Leistung erbracht zu haben. Man(n) muß der liebe ""Onkel Doktor"" gut gewesen sein. ",0.0,4,8,1
"Man sollte Rente generell abschaffen. Schließlich wurde mit der schröderschen Agenda2010 auch die Krankenkassenleistung des Sterbegeldes abgeschafft und trotzdem liegt niemand tot in der Gegend herum und verfault öffentlich. Wer noch Geld ausgeben kann, der kann schlielich auch noch arbeiten gehen. Und Arbeit gibt es jede Menge! Diese Rollatorgeneration muß in Bewegeung gehalten werden!",1.0,4,8,1
"Wie soll es denn zu gleichwertigen Lebensverhältnissen kommen, wenn es einige Kommunen gibt, deren Sozialausgaben so hoch sind, wie die restlichen Haushaltpositionen zusammen? Und man dann täglich 500 neue Gäste ins Land holt, die alle alimentiert werden müssen. Und das bei zunehmend schwächelnder Wirtschaft. Wie soll das bitte funktionieren? Oder will man die Reichen mit 80% besteuern?",0.0,4,8,1
"Dürfen Kinder das Blaulicht einschalten? Ja klar, die im Streifenwagen drinsitzen, sind doch meist noch Kinder (bzw. Kinderinnen).",1.0,4,8,1
"Selten so einen Unfug gelesen. Weil sich Schulen in NRW seit Jahrzehnten in einem ""Aufbruch"" befinden, der der Umsetzung sozialdemokratischer und grüner Bildungsphantasien dient, können ihre Absolventen schon jetzt nicht mehr fehlerfrei lesen, schreiben und rechnen. Merke: Um ein Etikett gestalten zu können, muss man erst einmal wissen, wie sich ""Honig"" schreibt.",0.0,4,8,1
"Scheuer pustet seit Wochen viel zu viel Schwachsinnsemissionen in die Luft und sollte deshalb schnellstmöglich stillgelegt werden. Deutsche Umwelthilfe, bitte übernehmen Sie!",1.0,4,8,1
"Irgendwie scheinheilig. Im Grunde hätte man den Namen des Unternehmens bereits nach Ende des Krieges ändern sollen da er für Propaganda-Zwecke missbraucht wurde.  Ist der Betriebsrat sich sicher, das die etwas besser betuchte Kundschaft des Unternehmens nicht größtenteils mit der AFD symphatisiert?  Wer Geld hat hat Angst davor etwas zu verlieren. Mit den etablierten Parteien ist das im Moment so eine Sache.",0.0,4,8,1
...an seiner Stelle würde ich ganz schön auf meinen (heiligen) Stuhl aufpassen... Was ist hier los in unserer Gesellschaft? Warum wird die kleine so gehyped (auch von den Medien)? Warum lassen die Eltern das zu? ,0.0,4,8,1
"Wir brauchen zwei Eingänge D und MA D steht für deutsch MA steht für Migration. Ausländer (Passkontrolle, Fingerabdruck, Durchsuchung nach Waffen, etc.) Bei Ryan air heisst das Priority. ",1.0,4,8,1
"Vizekusen wird niemals Meister,und auch Völler sollte gehen,er hat seinen Zenit schon lange überschritten",0.0,4,8,1
"Habe hiermit aber wohl eine Bestätigung erhalten, dass die maßgeblichen  Herrschaften bei den Lebensmittelkonzernen wohl nur die Schalen ""fr....."" und den Inhalt der Tonne zuführen. Als positiv würde ich es  ansehen, wennn sich einer/eine dieser (sorry) Pfeifen hier mal zu Wort melden würde und eine diebezügliche Erklärung abgeben würde. ",1.0,4,8,1
Wer  gegen Kücken Schreddern ist sollte auch Schnaken leben lassen.,0.0,4,8,1
"Haha, und ein anderer Polit-Clown hält dafür die Tür gen Niederlande offen: https://www.n-tv.de/politik/Laschet-NRW-Grenzen-bleiben-offen-article20494208.html Will uns die CDU verarschen?",1.0,4,8,1
"Profi-Fußball ist ein Geschäft! Wer keine Lust darauf hat, einfach abschalten.",0.0,4,8,1
Warum gibt es wohl keine nähere Täterbeschreibung!?,1.0,4,8,1
Die mangelde Weitsicht hatte die Kurparkplanerin und die Stadt mit dem Abholzen von 150 Bäumen  im alten Kurpark bewiesen.,0.0,4,8,1
Gut gemacht!,0.0,4,8,1
Noch so ein dummer Mensch! Auf politischer Ebene von einem Feind zu sprechen und erst recht wenn es sich Bürger dieses Landes handelt zeigt welch geistes Größen wir in unseren Parteien finanzieren!,1.0,4,8,1
Und sowas ist RPO tatsächlich eine Nachricht wert??? Hammer !!! oder auf Neudeutsch: #rpolaessthammernewsraus,0.0,4,8,1
"Hausfrauen und Bürokraten beherrschen das Land. Kein Wunder, dass echte Produktivität vernachlässigt wird.",1.0,4,8,1
"""Der FDP zufolge soll es dafür Freibeträge auf alle Formen der privaten Vorsorge geben, auch für Lebensversicherungen.""  Das ist keine ""Basisrente"", sondern ein Subventionierungsprogramm für die Versicherungswirtschaft.  ""Basisrente"" ist im übrigen auch die offizielle Bezeichnung für die so genannte Rürup-Rente, die ebenfalls als private Vorsorge von der Assekuranz angeboten wird.",0.0,4,8,1
"Ja, er weiß was die etablierte Politik von ihm erwartet und da er - im Gegensatz zu Maaßen - wohl mit dem Kriecher-Gen behaftet und nebenbei auch noch Mitglied der Merkel-CDU ist, dürfte es kaum noch lange dauern, bis die selbsternannten ""demokratischen"" Parteien auch bezüglich der Beobachtung der AfD durch den Verfassungsschutz bei ihm auf ein sehr, sehr offenes Gehör treffen werden.",1.0,4,8,1
"Was für ein -Bohei- um Liverpool. Der FC Liverpool hat gefühlt 1 Milliarde Euro in den letzten Jahren für Spieler ausgegeben, was Wunder, dass sie jetzt im Finale stehen und den Cup gewinnen. Das sich ein Campino für den Verein einsetzt wundert doch, weil man sonst aus der Ecke immer anderes hört, ......",0.0,4,8,1
"Alle Parteien außer AfD? Neeeeiiiiin, was für ein Zufall. Wie ging noch mal das Sprichwort mit der einen Krähe, die der anderen....? Man hört, bei russischen Krähen sei es besonders schlimm.",1.0,4,8,1
"Wann stehen die Menschen endlich auf, die für alle Hilfen und Unterstützungen arbeiten müssen. Das ist doch alles nicht mehr normal in Deutschland. Deutsche zahlen Steuern noch und noch, damit es für Wahnsinn wieder ausgeben wird. Wehrt euch endlich.",0.0,4,8,1
Gladbach und Rheydt schön weiträumig umfahren dann kommt man schneller weg. Traurig wenn man durch diese Städte fahren muß.!,0.0,4,8,1
Warum ist hier das Kommentarforum geöffnet???,1.0,4,8,1
"Diese Kanzlerin, Fr. Merkel , hat keine Hemmungen,  diesem Land Schaden  weiter zuzufügen . Der zweite Weltkrieg endete mit einem Fiasko  für Deutschland. Fr. Merkel setzt das nächste Fiasko seit  dreizehn Jahren fort. Für mich ist der deutsche Bundestag eine politische kriminelle Institution zum Schaden der Bürger und ein Geldbereicherungs - Unternehmen  für die Volksvertreter . ",1.0,4,8,1
"nicht überwachen ? Wieder ein krasse fehlentscheidung. Aber daran sind wir ja als Bürger , steuerzahler und Rentner gewohnt. Sinnvoller oder notweniger Schutz ist für uns nicht mehr möglich.",0.0,4,8,1
"auch dieses Jahr, in gleicher Weise,  gehts weiter mit der gleichen Sch....  ! .... und schon wieder stehen zwei Beiträge doppelt drin.",1.0,4,8,1
"„Homosexualität ist keine Krankheit,  Soll jetzt Menschen die Ihr persönliches Leben sinnvoll ändern wollen nicht mehr geholfen werden ?  Schwangerschaft ist auch keine Krankheit und trotzdem wird die Abtreibung oft alimentiert bezahlt.   ",1.0,4,8,1
April April,0.0,4,8,1
" Schnauzkopf Donnerstag, 2. Mai 2019, 11:31 Uhr  Sie bevorzugen also chinesische Verhältnisse?  Sie scheinen keine Ahnung davon zu haben, wie in China gearbeitet wird. Da müssen sich ihre linken Freunde und Sofahocker aber warm anziehen.",0.0,4,8,1
"DAS ist aber ein unerhörter Vorgang!!! Man hat SIE nicht erkannt ohne Ausweis,Herr Geisel??? FRECHHEIT!!! Mimimimi ",1.0,4,8,1
Und wieder eine Bio Deutscher der uns vorschreibt was wir essen und wie wir leben sollen!   Verbotskultur! ,0.0,4,8,1
"Nach über einem Jahr Entlassung aus dem Gefängnis ist Yücel aufgefallen, daß er gefoltert wurde. Das nenne ich mal einen Geistesblitz, der aber zur Folge hat, daß er dem BRD-Journalismus Futter für neuen Zündstoff geliefert hat, der noch ausbaufähig ist.",0.0,4,8,1
"""Nazidreck... nationalrassistischer Blödsinn"". Billige Schlagworte der Nationalmasochisten. Es wäre nur gerecht, wenn die selbsternannten Nazikeulen hier im Forum den Angehörigen der Gewaltopfer mal erklären würden, warum man Gewaltkriminalität noch massenhaft importieren muss. Unsere oberste Vorsitzende ist sich ja zu fein dafür. Und als Scheinargument dient auch noch die Binse, daß ja auch Deutsche kriminell sind. Das ist nicht mal mehr krank, diese Mentalität ist hochgradig kriminell. ",1.0,4,8,1
"Danle Herr Voss,  als es mich vor zwanzig Jahren in den Süden zog, hoffte ich dass bei meiner Rückkehr dieser Bunker weg sein könnte. Tatsächlich war alles noch da. Der Bau, der Dreck,der Gestank die Szene und die Interessengruppen, die es verteidigen oder schlimmer, das Ganze geschehen lassen. Nur alles noch schlimmer.",0.0,4,8,1
"Wir erleben eine Neuauflage des Kinderkreuzzuges. Die Kinder, sprich Menschen, die noch nie ernsthaft  was gearbeitet haben, was heutzutage mal bis zum 30. Geburtstag dauern kann, sind genau so dämlich wie die Anno Domini 1212. ",1.0,4,8,1
"[„Wir haben regelmäßig unseren Titel verteidigt auf dem Schulhof, verstehen Sie?“, sagt Sulumbek. „Jabrail musste sich mit jedem da anlegen, bis alle Respekt hatten.“]  Davon brauchen wir noch mehr in Deutschland. Prügelnde Jungs, die nach Testosteron riechen und den verweichlichten deutschen Teenies mal so richtig die Birne weichkloppen. Auf so etwas kann man gut eine Gesellschaft aufbauen.  [Wer Ironie findet, liegt nicht falsch]  Wer hier alles Asyl erhält, lässt mich fassungslos zurück.",1.0,4,8,1
"""Wir hatten einen Traum"". Leider immer noch...",0.0,4,8,1
Die Werbung im Internet verbraucht jede Menge Energie und diskriminiert Leute ohne Internetanschluss (ältere etc.),0.0,4,8,1
"Wann rafft der Rest der Welt endlich mal, daß man sich gegen Bullies / Schulhofschläger wie die USA unter Trump zusammenschließen muß? Macht Deal mit RUßland und China, kappt die Verbindungen zu USA solange es noch geht, verweigert die Treue bei Erpressung zum Bedrohung oder gar Krieg - egal gegen wen. Immer daran denken: früher oder später  geht der Irre auch auf einen slebst los, wenn man ihn immer damit durchkommen läßt.   ",1.0,4,8,1
"DIE EHRENBÜRGERWÜRDE WIRD ADOLF HITLER BIS HEUTE ZUTEIL ?  Ist es wirklich der Wille der Kevelaerer und ihrer Vertreter im Parlament, daß dieser Passus, der die Aberkennung post mortem nicht zuläßt, nicht verändert wird ?  Ich bin im schlechten Sinne erstaunt, daß man 2003 nicht eine entsprechende Änderung der kommunalen Satzung vorgenommen hat! ",0.0,4,8,1
"Unverschämt,diese Briten,und spinnen tun sie sowieso.  Ist den Mini-Trump jetzt die Hitze aufs Gehirn geschlagen??? Geht's noch??? Raus jetzt aus der EU,und auf Nimmerwiedersehen!!!",1.0,4,8,1
"Wirklich??! Was war denn der Grund für den Aufschwung in den letzten Spielen? Jedenfalls nicht mutlose Aufstellungen, wie sie schon in der Vorrunde nicht funktioniert haben und hier dennoch von Ihnen empfohlen werden...;-)",0.0,4,8,1
Natürlich sind mal wieder nur die Türken betroffen. Die Betroffenheitskultur wird ihnen in die Wiege gelegt.,1.0,4,8,1
"""Neuer Kryptowährung-Höhenflug : Bitcoin-Kurs steigt über 11.000 Dollar"" - Eine reine Spekulationswährung für Reiche, die Spielgeld verballern können.",0.0,4,8,1
"Dann bin ich aber mal gespannt, wieviel Milliarden diese ""saubere NRW-Luft"" dem deutschen Steuerzahler kostet. Bis 2030 sollte also alles erledigt sein? Dann sollten sich die Baum-Affen im Forst aber schon heute überlegen, wo sie ab dieser Zeit dann ihr Lager aufschlagen, denn ein ""geschützer Forst"" mit Baumhäuser etc. kann ja wohl nicht so gewollt sein, oder? ",1.0,4,8,1
Aus meiner Sicht waren die Roten Karten nicht richtig. Die Geschehnisse betrachte ich als Berufsrisiko. Absicht konnte ich da nicht erkennen..  Ja und wenn es dumm läuft ne rote Karte.. hmmm..  naja gut nach den Regeln klar! Aber muss sofort so hart bestraft werden wegen Dummheit oder Pech? Es sind ja erwachsene Maenner die sollen schon was einstecken koennen.,0.0,4,8,1
"An sich mag ich ja die Griechen. Aber es sind auch echte Schlitzohren.  AM sollte ihnen unmissverständlich klar machen, dass wir die Folgekosten des ergaunerten griechischen EU-Beitritts sowie sämtliche Hilfsgelder seit dem EU-Beitritt  gegenrechnen, wenn  sie tatsächlich auf ihren Reparationsforderungen bestehen sollten. Der Schuss könnte für die Griechen dann nach hinten losgehen.",1.0,4,8,1
"Pardon, aber wir hier in NRW waren vor 60 Jahren in der Volksschule, entweder von der Klasse 1 bis 8, oder die ersten 4 oder 5 Jahre bis zum Wechsel auf eine weiterführende Schule. Die Grundschule kam erst Jahre später für die ersten 4 Klassen, und danach wechselten alle Kinder die Schule.  - Die Förderschulen habe ich mal außen vor gelassen.",0.0,4,8,1
"Ich kann die neue britische Regierung sehr gut verstehen. Wenn Deutschland bei der Sicherung der Strasse von Hormuz zögert, ist es doch klar, dass die Briten nach Verbündeten suchen, die ihr helfen.   Davon abgesehen muss die Frage erlaubt sein, ob Deutschland mit seiner maroden Ausrüstung überhaupt in der Lage wäre, zu helfen.",0.0,4,8,1
Soviel zum Umweltschutz! Was wollen die eigentlich bei dem irren  Menschen mit der toten Katze auf dem Kopf?,1.0,4,8,1
"Macht Sinn, E-Autos mit Getriebe gibt es schließlich nicht. Und bei den hochpreisigen Modellen der Macho-Klasse gibt es schon lange keine Kupplung mehr.  ",0.0,4,8,1
https://www.n-tv.de/mediathek/videos/politik/Osteuropaeische-Banden-ergaunern-Millionen-article20428656.html ,1.0,4,8,1
"In Leverkusen wird die neue Rheinbrücke mit China-Stahl gebaut und bei Thyssen müssen Stahlarbeiter um den Job bangen. Wenn der Staat schon nicht mehr auf die Produkte der heimischen Industrie setzt, muß man sich auch nicht mehr wundern! ",0.0,4,8,1
Schneefall verursacht im Berufsverkehr lange Staus. Sowohl am Niederrhein als auch etwa in Düsseldorf fielen weiße Flocken.  Düsseltal 17:45 Uhr Kalt = JA Wind = JA Schnee = JA ,0.0,4,8,1
" snoopy047 Montag, 18. März 2019, 12:15 Uhr Und natürlich gibt es in fast jedem Baumarkt auch lose Schrauben. ------------------------------------ Nicht nur im Baumarkt !",1.0,4,8,1
"Ein Gaspedal stumpfsinnig zu treten ist keine Leistung, was Greta vollbringt dagegen schon. Und dafür wird Greta gehasst.",0.0,4,8,1
"Schlimm, das sich die Polizei jetzt rechtfertigen muss. Vielleicht die Bitte an die jungen Männer, die langen Gewänder doch nur in der Moschee zu tragen. Die Jeans ist meist gut zu sehen. Also kann man sich vor Ort umziehen. ",1.0,4,8,1
"Wenn eine so attraktive Frau mit 45 noch nicht vergeben ist, stimmt etwas nicht. Ansonsten nette Idee.",1.0,4,8,1
"traore kann nur schnell laufen. seine abspielquote und seine torschussversuche sind doch katastrophal. warum schreiben sie mal nicht, wie sein spiel gestern war.  ich finde herrmann da wesentlich effektiver. der trifft wenigstens das tor.",0.0,4,8,1
"In der freien Wirtschaft würden solche Dilettanten schon längst entlassen worden.Wir haben so viele Behördenchefs die ständig Fehler machen und Schaden verursachen,die müßten haftbar gemacht werden.Mich kotzt diese Fuscherei an.",1.0,4,8,1
"Volle Zustimmung, Herr Ruhnau!",0.0,4,8,1
"Der Schiedsrichter ""Blind""... so wie die Herren Stürmer der Fortuna vor dem Freiburger Kasten. Geschätzte 5-6 Einhundertprozentige verballert- aber zum Glück war Ayhan zwei mal vorne. Es würde mich nicht wundern, wenn der demnächst als Stürmer aufläuft...  Wir sehn uns, Dienstag gegen Dortmund... ",0.0,4,8,1
Die Braunkohle Unterstützerpartei ist nun die Klimaschutz Partei ! Ohne diese gäbe es kein Garzweiler !! Das war der Preis für die Machtbeteiligung in NRW . Naja !,0.0,4,8,1
"Kann die Bundesagentur für Arbeit beweisen, das gerade Bürger aus dem ehemaligen Jugoslawien, aus Rumänien und Bulgarien, sowie viele der neuen Zuwanderer nur Geld erhalten, welches ihnen zusteht ?  Warum werden Sozialleistungen bei Zuwanderern wesentlich großzügiger, was die Genehmigung betrifft, ausgezahlt ?",1.0,4,8,1
" ""Zum letzten mal in Uniform aufs Pferd steigen."" Ich sehe auf dem Bild zwar Pferd und Reiter, aber eine Uniform kann ich nicht erkennen, insbesondere deshalb nicht, weil die Kopfbedeckung schwer nach einem Zylinder aussieht. Oder hat man hier nur ein falsches Bild eingeblendet? ",0.0,4,8,1
"Danke ""Freiheit2017"", das sehe ich genau so: Es gibt wichtigere und sinnvollere Projekte als die U81... die Ubahn in den Süden(Bilk oder zur Uni) in Verlängerung nach dem Real / Düsseldorf Arkaden wäre wichtiger. Da ist Verkehrschaos pur, es betrifft viel mehr und dann wäre auch Platz für einen Radweg zur Uni und zurück. Die ist aktuell nur katastrophal angebunden. Sowohl per Bahn also auch per Fahrrad. ",0.0,4,8,1
"Hans-MG, Über Ihre romatischen Vorstellungen zur die Anforderungen eines Ministeramtes muss ich schon sehr schmunzeln.  Wie alt sind Sie eigentlich? Fachwissen ist für die Ausübung eines Ministeramtes doch relativ unwichtig - auch wenn sich das Klein-Fritzchen immer so vorstellt. Viel wichtiger sind Durchsetzungskraft, Führungsstärke und andere Managerqualitäten. Das Gleiche gilt übrigens auch für Spitzenjobs in der Industrie.",0.0,4,8,1
"Wann hilft endlich jemand dem GröPraz aus seinem Sandkasten heraus, damit er erwachsen werden kann. Kein Kind in der Trotzphase könnte schlimmer sein.",0.0,4,8,1
Bisher war Fahrrad fahren auch im November kein Problem. Alles eine Frage der Einstellung und ggf. der Bekleidung. Auch wurden meines Wissens die öffentlichen Verkehrsmittel in Düsseldorf nicht abgeschafft. Auto fahren demnach oftmals verzichtbar. ,0.0,4,8,1
Die nächste Betrügerin in Amt und Würden!,1.0,4,8,1
ich rate dem pfarrer dann das die schützen nicht in der kirche ihre messe feiern können.sollen die mal selbst sehen wo sie dann hingehen.,0.0,4,8,1
[ Außerdem wird zu Spenden für die Familie aufgerufen.]  Für Blödheit und Waffenbesitz auch noch spenden?,1.0,4,8,1
"Ist dies nun grenzenloser Optimismus, übergroße Naivität, oder hat die Dame eine extrem hohe Leidensfähigkeit? Hoffentlich wird ihr das eines Tages mal nicht richtig zum Verhängnis. ",0.0,4,8,1
"Moment mal, die Täter sollten der Berliner Polizei aber schon bekannt sein, das Muster ist doch das selbe wie immer. Ein große Libanesische Imigranten Familie! Wetten?",1.0,4,8,1
"""Deutschland kann die Grenzwerte nicht eigenständig ändern"" warum eigentlich nicht, man muss nur auf die Kontrolle der EInhaltung verzichten und der EU den Stinkefinger zeigen",1.0,4,8,1
"Solche Sachen passieren leider. Dieser Überfall hätte auch ganz anders ausgehen können,das Verhalten von Özil war richtig ,finde ich,das Verhalten von Kolasinac hätte auch völlig nach hinten losgehen können.  ",0.0,4,8,1
"Der Krieg gegen die Steuerzahler und Leistungsträger in Deutschland sollte dringend beendet werden. Sonst migrieren die Fleissigen und Tüchtigen ins Ausland, weil sie es leid sind, 2/3 ihres Einkommens an einen Staat zu entrichten, der es zwar nicht schafft, die Infrastruktur instand zu halten, aber Klimahysterikern und Asylfanatikern ständig eine Bühne bietet und deren Geplärre den Steuerzahler sehr viel Geld kostet.",0.0,4,8,1
"Geld (3,1 Milliarden USD Vermögen) verdirbt nicht selten den Charakter, aber ganz besonders bei B.E. Mit Diktatur kennt er sich bestens aus, war er doch selbst der große Diktator der Formel 1. ",1.0,4,8,1
"Das hat was für sich - völlig unerwartet zu sterben. Jeder hat sich wohl schon Gedanken darüber gemacht, wann und wie er sterben wird. ",0.0,4,8,1
"""etwas Gutes, wenn nicht etwas Großartiges"" ""dringend benötigten Einwanderungsreform (verknüpfen)""  Bah! Was für ein widerlicher Typ.",1.0,4,8,1
Solange das Pendeln nicht mit dem Öffentlichen Personennahverkehr durchgeführt wird mag das ja stimmen. Denn da ist und bleibt GV Provinz. ,0.0,4,8,1
"Er ist halt ein Verbrecher und Kriegstreiber wie er im Buche steht - und mit Trump hat er den charakter- und verantwortungslosen Trottel gefunden, der da mitzieht. ",1.0,4,8,1
"Ich dachte immer, alle Menschen seien gebildet bzw. voll-alphabetisiert in Deutschland. Wir haben doch mehr Abiturienten als jemals zuvor.",0.0,4,8,1
"Fraglich ist schon was ein solches Handynutzungsverbot bewirken soll, denn schließlich können die Schüler diese App auch außerhalb der Schule bedienen und dies kann keiner verbieten. Sinnvoller wäre es mit den Schülern zu reden oder auch in Extremfällen gezielt dagegen vorzugehen. Das sollte dann möglicherweise mehr abschrecken als solche Rundumschläge. ",0.0,4,8,1
"gibt technische Probleme, Wir sind unfähig für alles. Aber Strohalme,Tüten und Glühbirnen verbieten das könnt Ihr.",0.0,4,8,1
"Verwaltungsgericht Gelsenkirchen?  Sind das nicht die ach so tollen Richter, denen das Wohl eines Al-Qaida-Terroristen, der Leibwächter von Osama Bin Laden war, wichtiger ist, als das Wohl der Bevölkerung?  Aber wenn es darum geht, rechtschaffenen Bürgern das Leben schwer zu machen, sind derartige Richter ganz vorne dabei.",1.0,4,8,1
"Keiner weiß genau was vorgefallen ist, wessen Version stimmt. Aber alle schreiben und diskutieren schon mal wild drauf los. Bezeichnend und federführend leider auch wieder Grüne, Linke und der Herr vom Schwulenverband. Es werden keine Hintergründe hinterfragt, nein die Fahrerin war es, muss es sein.",1.0,4,8,1
"In Frankreich würden die Bürger den Müll vors Rathsus kippen. Ich hege eine gewisse Sympathie für ein Zeichen, das den Verantwortlichen im hahaha „Oberzentrum“ MG einmal deutlich die Meinung geigt. ",0.0,4,8,1
"Wie viele gute Nachwuchsfahrer, die besser als er sind, gibt es eigentlich? Die aber nicht der Sohn des Unsypathen MS sind, und deshalb von den Medien ignoriert werden?",1.0,4,8,1
"Warum? So eindeutig ist die Sache doch gar nicht. Vielleicht sollte man mal die Völker ihre inneren Angelegenheiten selber regeln lassen, wenn man noch nicht bis zum Hals drinsteckt. ",0.0,4,8,1
"Ich werde es wohl nicht mehr erleben, das Reparaturen von dem Bürger nützlichen Dingen durchgeführt werden, die anschließend keine weiteren Beanstandungen haben. In einem Land, das sich für seine technischen Leistungen in aller Welt rühmen läßt, ist es nicht möglich, z. B. die Schwebebahn in Wuppertal fahren zu lassen, oder die Brücke über die A 44 fertig zu stellen. Und jetzt werden fehlerhafte Glühstrümpfe für die Gaslaternen geliefert. Wir machen uns auf eine gewisse Art lächerlich.",0.0,4,8,1
"Premierministerin May muß sich einem Mißtrauensvotum stellen. Es gibt Dinge, die kann ich nicht begreifen. Besonders wenn sehen muß; daß dagegen unser adipöses Goldstück mit seinen mehrfachen Glanzleistungen immer noch freilaufend und ungestraft sein Unwesen im Kanzleramt treiben darf. Aber 87 % wollen es offenbar so. Und das will ich nicht begreifen, weil es gegen jeden gesunden Menschenverstand geht.",1.0,4,8,1
"30000 Tickets in Leipzig? Na, wo ist dann das Problem? Die Red-Bull-Arena hat eine Kapazität von ca. 43000 Plätzen und meistens werden aus Sicherheitsgründen nicht mal alle Plätze ""freigegeben"". Da finde ich 30000 Zuschauer für ein einfaches Freundschaftsspiel nicht wirklich schlecht.",0.0,4,8,1
"Nichts währet ewiglich  -  ""House of Cards"" Und das ist gut! In diesem Falle lange überfällig.  Der Fall May beweist, wie kaputt und verdorben-verlogen die Demokratie in UK ist. Genau so sieht es in Deutschland aus mit Frau Merkel.  https://www.youtube.com/watch?v=17uvKIAuVbU",1.0,4,8,1
