text,label,five_folds,ten_folds,train_test_split
"Ja, das tut mir wirklich sehr leid für *Kaiser Franz*.  Gesundheit ist und bleibt das höchste Gut. Aber wie wär's denn mit einem zweiten Interview. Und dann die Karten wg. der WM Vergabe 2006 mal auf den Tisch. Ganz und gar. Die Wahrheit soll ja das Herz erleichtern. Schau'n mer mal....",0.0,4,9,1
"Zweifler 73 hat den mit Abstand häufigsten Grund genannt:  Selbstentzündung durch Gärung, weil zu viel Feuchtigkeit im Kern verblieben ist, und das Stroh/ Heu so gelagert und manchmal sogar verpackt ist, das Gas und Dämpfe nicht entweichen können. Und wer sowas nicht weiß ist dann wohl ein militanter Klimaleugner.... ",0.0,4,9,1
"Wie wäre es denn mit dem (städtischen?) Grundstück schräg gegenüber der Einfahrt Kiefernweg, Richtung Erlenweg? Neben Sträuchern und Rindenmulch ist dort bestimmt auch Platz für einen Briefkasten, nicht einmal 100 m vom alten Standort entfernt...",0.0,4,9,1
"Interessant ist in diesem Zusammenhang, dass ausgerechnet diejenigen, die jedes geltende Recht, welches auf der Basis demokratischer Wahlen fußt, mit Füßen treten, während sie sich gleichzeitig auf ""ihr"" im stillen Kämmerlein selbstverordneten Recht berufen - was für eine Vorstellung von ""Demokratie"" ...",0.0,4,9,1
"Wat??? Dieses Würstchen existiert noch? Und dann noch einen Auftritt durch den TuS ??  Naja, der TuS halt. Passt zu deren Niveau! Der soll bleiben wo der Pfeffer wächst, oder dort wo es noch Nürnberger Rassengesetze gibt. Der ist ja noch nicht mal witzig. ",1.0,4,9,1
Wald leidet auch unter Schädlingen!  Da wir durch unsere Bewirtschaftung von Feld und Wald die Fressfeinde der Schädlinge reduziert oder ausgerottet haben ist dieser Umstand auch wieder Menschgeschaffen.Als die ersten Personen darauf hinwiesen (auch das Bienensterben) wurden sie als Spinner bezeichnet und nun haben wir oftmals Spinner Überschuss (Eichenbäume) ,0.0,4,9,1
"„Trump ist ein Rassist, Hochstapler und Betrüger“ RP Headline.  Hier eine Variante: Merkel ist eine Rassistin gegenüber den Deutschen, eine Hochstaplerin und Betrügerin.",1.0,4,9,1
Ist die AFD die 5. KOlonne von Putin?,0.0,4,9,1
"Völler hat einfach kein Händchen für Trainerverpflichtungen und  auch als Repräsentant des Vereins, sozusagen als Aushängeschild, gefällt er mit überhaupt nicht mehr. Dieses ewige Schönreden, Phrasendreschen nervt viele Fans.",0.0,4,9,1
https://www.instagram.com/sadam.one  ,1.0,4,9,1
"Die Trickserei bei den Zahlen sowohl in der Haushaltspolitik als auch in der Flüchtlingspolitik ist schon so ausgeprägt, das man ganz klar von bewusster Vertuschung sprechen kann.",0.0,4,9,1
"Wenn ich die Wahl habe zwischen einem ""schönen"" Steak und einem Großteil der heutigen weiblichen Mitbewohner (früher Frauen genannt) - lege ich mir schon mal Messer und Gabel bereit und zapfe mir ein frisches Bier dazu.",1.0,4,9,1
"Zu den beiden „Vorrednern“ gibt es nur wenig zu ergänzen, vielleicht noch mal die Empfehlung Michael Houllebecq „Unterwerfung“ zu lesen - auch  als Vision und Gedankenanstoss zur Entwicklung in Deutschland ",0.0,4,9,1
"Das ist lecker weil alles kalt ist, den Schweinefrass kann nur Trump essen",1.0,4,9,1
"es fehlt am Ende wohl wieder ein Teil, welches besorgt oder bestellt werden muß. Noch sehe ich die Türen nicht in Funktion!",0.0,4,9,1
Wahnsinn! Hoffentlich hat er sich nicht die Klöten verkühlt! War die Ambulanz gerade frei?,1.0,4,9,1
"Manchmal ist es einfacher, als man denkt: Die Kinder müssen zurückgeholt werden und unter halbwegs vernünftigen Menschen gibt es nichts, worüber zu diskutieren wäre. ",0.0,4,9,1
"Diesen völlig abwegigen geistigen Ergüssen der Politiker aus der Türkei kann kein halbwegs intelligenter Mitteleuropäer mehr folgen. Ich möchte nicht überheblich erscheinen, aber man sollte diesen Schwachköpfen in der Presse nicht noch ein Forum bieten!",1.0,4,9,1
gänzlich aus erneuerbarer Energie?  Was macht Ih Nachts oder an Tagen der Dunkelflaute und  was wird  mit dem Strom gemacht der nicht durch die U-See Verwaltung verbraucht wird zb. von Okt. bis April. ,0.0,4,9,1
"Das ist schon o.k., dass man für das Parken etwas bezahlen muss, aber die Automaten sind nicht gut ausgeschildert. D.h. gerade jetzt in der dunklen Jahreszeit muss man kreuz und quer über den Platz laufen, um zu schauen, wo denn ein solcher Automat steht. Wäre prima, wenn man hier Abhilfe schaffen könnte. Ich bin nicht aus Meerbusch, musste also jetzt im Dunkeln die Dame von Ordnungsamt befragen. Da ist noch was zu tun, liebe Stadt Meerbusch, insbesondere, wenn keiner zum Fragen da ist. ",0.0,4,9,1
"Zitat:""Durch die kleine Einbahnstraße kämen die Müllwagen nämlich gar nicht durch, weil Autos, die an der Ecke parkten, die Zufahrt versperrten.""  Heute der Müllwagen - morgen der Rettungswagen oder die Drehleiter der Feuerwehr ? Rigoros abschleppen lassen - das spricht sich rum",0.0,4,9,1
"Richtig, weiter so ! Dieser Narzisst muss sich viel mehr mit sich selbst beschäftigen müssen, in dieser Zeit kann er anderweitig ob seiner Dummheit keinen Mist bauen. Trump ist so von sich selbst überzeugt, der hat es wahrscheinlich nicht mal für nötig gehalten seine Steuererklärungen zu ""frisieren"", das macht er lieber täglich mit seiner lächerlichen orangen Haarpracht.",1.0,4,9,1
"Einer der vier ""Rohlinge"" hat Berufung gegen seinen  bereits nach einem DEAL erfolgten Urteilsspruch  auf Bewährung eingelegt. Lt RP vom 20.05.2019  ""...schützt den 18-Jährigen das Berufungsverfahren  allerdings nicht vor der drohenden Abschiebung...""  Machen wir uns nichts vor. Nein - besser! Lassen wir uns doch nichts vormachen:  Das ist/wäre nur der heisse Tropfen auf einen Stein, der aufgrund der (zu) vielen ""Einzelfälle""  schon reichlich ausgehöhlt ist. ",0.0,4,9,1
Türkische kriminelle Migrationsverweigerer Greta-Virus Hype Kriminelle-Kapitänin Rackete Debile Selbstdarsteller  wie Jan Böhmermann und Heuffer-Umlauf  Wunderbare Wahlwerbung für die Alternative. ,1.0,4,9,1
"Angemessener wäre es sicherlich, den Bildungsnotstand auszurufen. Der läßt sich anhand von Zahlen wie ausgefallenen Unterrichtsstunden durch Lehrermangel in NRW nämlich auch klar belegen und das hat fatale Folgen für die Zukunft der lieben Kleinen.",0.0,4,9,1
Fällt den etablierten Parteien das nach Jahren mal auf!? Alle Achtung! Es scheinen nur noch Dummköpfe in der Politik zu sein.,1.0,4,9,1
"Der Kultursommer in Reiters Scheune wird seit Jahren von der BürgerStiftung finanziell unterstützt. Ebenso wie viele weitere Projekte in Rommerskirchen. Trotzdem ist es durchaus sinnvoll, an bewährten Konzepten festzuhalten - was für den Azubi-Wettbewerb genauso gilt wie beispielsweise für die Obst- und Gemüselieferungen an die Rommerskirchener Grundschulen in den Wintermonaten. Man kann das Eine tun, ohne das Andere zu lassen!",0.0,4,9,1
Soviel zum Umweltschutz! Was wollen die eigentlich bei dem irren  Menschen mit der toten Katze auf dem Kopf?,1.0,4,9,1
"Ein schlimmer Unfall! Leider sehe ich aber immer wieder, wie Radfahrer ohne nach links und rechts zu schauen über eine Ampel fahren. Als Motorradfahrer weiß ich wie gefährdet Zweiradfahrer sind. Deshalb mein Rat und Wunsch - erst 2x schauen, dann fahren.",0.0,4,9,1
"Ich wollte es nicht gucken, weil das Standbild von dem Jungen schon so dämlich aussieht, aber jetzt tue ich es doch. Fucking WWW.",1.0,4,9,1
"Verehrter Herr Thiel. Vielleicht wären mehr Hunde noch hilfreicher. Sie sollten mit Ihren Nachbarn, allen Anwohner Ihrer Straße, über eine ""Bürgerwehr"" nachdenken. Präsent zu sein ist manchmal sehr hilfreich. Vor Jahren bereits haben wir darauf hingewiesen, dass hier 3 Jäger wohnen; das zeigte sofort Wirkung nach 3 voran gegangen Einbrüchen bei einem Mitmieter. Seitdem ist Ruhe; allerdings gehen wir auch jeden Abend mit unseren Hunden ""spazieren"".",0.0,4,9,1
Reul: AfD-Einstufung als „Prüffall“ richtige Lehre aus NS-Zeit http://www.dnn.de/Nachrichten/Politik/Interview-mit-NRW-Innenminister-Reul-Es-ist-ein-Warnschuss,1.0,4,9,1
"Macht hoch die Tür, die Tor macht weit...  Nur kommt nicht der Herr der Herrlichkeit, sondern brutale Terroristen.",1.0,4,9,1
Geisel macht sich das wie immer einfach. Jeder ist SCHULD nur der Ob nicht. Aber so kennen wir ihn als Schaumschläger der von nichts Ahnung hat und davon viel.,1.0,4,9,1
"Her Weitzdörfer, Sie scheinen mit dem Thema nicht wirklich vertraut zu sein. Es hieß nie ""die Kleiderkammer und der Flüchtlingstreff"", sondern immer der Kleidertreff. Und dass es sehr schwierig werden würde, die Lokalität kurz- bis mittelfristig an einen Gastromen zu verpachten, war vorhersehbar. Steckt da der Druck des HSK dahinter? Trauriges Kapitel für Hückeswagen.",0.0,4,9,1
":-( eine sehr schlechte Entscheidung der Innenminister, jeder Konzertveranstalter muss für solche Kosten aufkommen, dei wohlhabenden Vereine die ihren Spielern horrende Gehälter zahlen müssen mithaftbar gemacht werden. Unfähige Politbanausen die wieder nichts auf die Reihe bekommen. Armes Deutschland !!!",1.0,4,9,1
Und wer hat die Talentförderung all die Jahre verschlafen? Dafür muss man auch etwas tun und sich anstrengen Herr Watzke.,0.0,4,9,1
"Ich wurde geboren, geniesse mein Leben und nach mir die Sintflut !  Nun, ja, nach meinem Ableben hinterlasse ich die Welt, ohne eigenen Nachwuchs, sauberer als ich sie betreten habe. Das ist mein Dienst für die Menschheit ! Und dafür erwarte ich Dank !",0.0,4,9,1
"Solange keiner Aufpasst, dass nicht kurz nach Reinigung/Sanierung ect. wieder sofort alles zugemüllt und mit Graffitis verschandelt wird, nützen die besten Pläne nichts.  Was dringend gebraucht wird ist eine City-Streife, egal, ob Polizei, Ordnungsamt oder private Sicherheitsdienste",0.0,4,9,1
"rechtsstaat für dumme ultracoole  - deutschland . eine tour derart in der schweiz : lappen für immer weg , auto wird eingezogen , geldstrafe heftigst . was hier abgeht ist nicht zu fassen . ",1.0,4,9,1
"Ein interessanter Artikel zu dem Thema Kontrolle bzw. Kontrollverlust an den Grenzen findet sich in der oft ausgewogen Bericht erstattenden Zeitung ""Welt"":  https://www.welt.de/politik/deutschland/plus188432943/Fluechtlingskrise-2015-Dokumente-zeigen-Ausmass-des-Kontrollverlusts.html",1.0,4,9,1
"Ein wirklicher guter Spieler wird Neuhaus erst dann sein, wenn er nicht mehr wie ein Mädchen spielt. Das sieht man leider von ihm auch zur Zeit bei der U21 EM.   Aber wenn es bei den Herren in der Bundesliga nicht klappt, kann er immer noch in Borussias Frauenteam in der 2. Liga spielen. Im Frauenfußball fällt er nicht unangenehm auf. Da sehen die meisten Spielerinnen aus wie Männer.",1.0,4,9,1
"""Greta Thunberg findet Termin für deutschen Kohleausstieg absurd.""  Das wird jetzt wohl der grün indoktrinierte  ""Volkssturm"" nachdem man sich zum Thema Klimaschutz und den dauernd wiederkehrenden Ungereimtheiten lächerlich und unglaubwürdig gemacht hat.  Und Pippi Langstrumpf macht sich artig und  brav die Welt wie es ihr gefällt.",1.0,4,9,1
"Wie wäre es mit Ausschluß der Grünen von der eutropäischen Linkspartei. Links hat was mit sozialen und vernüntigen Denken zu tun, nicht mit Dummheiten und Bürgerbevormundung. Die Grünen sind eine Schande für alle aufrechten Linken.",1.0,4,9,1
Ist halt nur eine Meinung. Bei einem Dieselverbot werden nur die bestraft die von den Autokonzernen betrogen wurden unter freundlicher Mitwirkung der Bundesregierung. Ist auch nicht gerecht. Und die Umweltspuren sind  nur Kosmetik. Richtige Maßnahmen für eine  bessere Mobilität und Fracht sehen anders aus.  Die Bilder von letzter Woche mit  LKW‘s  auf 3 Spuren vor dem Uni Tunnel sind doch erschreckend.,0.0,4,9,1
"Angemessen, wenn man so etwas bei über 85 Morden überhaupt sagen kann.  Für mich als medizinischer Laie ist es aber unerklärlich, dass die ersten Sterbefälle nicht schon früher als Mord enttarnt worden sind. Hat da vielleicht auch eine Klinik nicht richtig untersucht, um einen schlechten Ruf zu erhalten? Wenn dem so war, sollte auch noch andere Personen angeklagt werden. Denn dann könnten vielleicht noch einige Opfer am Leben sein.",0.0,4,9,1
"Millionen für externe Berater,   da fallen ein paar Peanuts,    mehr oder weniger, auch nicht groß auf !!!! - ",0.0,4,9,1
"Habe ich in dem Artikel etwa überlesen. dass der Moderator Frank Plasberg mehrmals in der Sendung erwähnt hat, dass  Schweden nach Dänemark und Norwegen ab 2030 den Verkauf  von Pkw-Autos die mit fossilen Brennstoff angetrieben werden,  verbieten will.   ",0.0,4,9,1
"Solche Typen sollten sämtliche Einsatz- und Behandlungskosten aus eigener Tasche bezahlen müssen. Mit 14 Jahren sollte man wissen, dass die Aktion lebensgefährlich ist.",0.0,4,9,1
"Hieß es hier neulich bei der RP nicht, dass die Anträge für einen KW weit zurückgegangen ist?",0.0,4,9,1
"""Manche in der Türkei hoffen darauf, dass Özil bald ganz in der Türkei bleibt. ""  Nicht nur in der Türkei! Jedes weitere Wort über diesen geistigen Kreisligisten wäre zu viel.",1.0,4,9,1
"Ich kann mich den meisten Kommentatoren nur anschließen. Dieser Stadtstrand ist an Lächerlichkeit nicht zu überbieten. Kein Sand, kaum Schatten, hässliche Container, keine Ruhe (Partyschiff ankerte dort). Den Vergleich zum legendären Monkey Island mache ich erst gar nicht auf. :-) Ohne Worte.",0.0,4,9,1
"Der jetzige PM hat die Bevölkerung nachweislich belogen. Viele sind erst gar nicht zur Wahl gegangen:die anderen werden es schon richten.  Ewig Gestrige sind der absoluten Überzeugung : Wir und unsere Waren sind die Besten. Und die, die  bisher große Zuwendungen der EU bekommen haben, sind anscheinend dem Virus ""Größenwahn"" erlegen. Alle springen lachend in die Kreissäge.  Geschwafel hilft jetzt bestimmt nicht. Vorher ein wenig über mögliche Konsequenzen nachdenken schon eher.",0.0,4,9,1
"Noch eins: Ich elbst wohne in einem sehr alten Haus. Um 1850 erbaut. Das Gerüst, der Dachstuhl sind mit sehr, sehr alten Eichenbalken versehen. Holzwürmer sind irgendwann ""verhungert weil diese den harten Kern der Balken nicht zerfressen konnten ( lt. einem Energieberater riet der mr ab die Balken auszutauschen ). Auch Feuer fangen die nicht mal eben schnell. Die Kathedrale ist viel älter. Und wenn Putin da jemanden hinschicken will, ahnt er sicher etwas.",0.0,4,9,1
"Das Hornberger äh - Sorry - Chemnitz-Schießen wird wohl das Ergebnis sein.  Freispruch wegen Mangel an Beweisen sowie Anerkennung von Asylanspruch sowie Familienzusammenführung, Vollversorgung auf Lebenszeit, gepaart mit evtl. Haftentschädigung.   ",0.0,4,9,1
"30000 Tickets in Leipzig? Na, wo ist dann das Problem? Die Red-Bull-Arena hat eine Kapazität von ca. 43000 Plätzen und meistens werden aus Sicherheitsgründen nicht mal alle Plätze ""freigegeben"". Da finde ich 30000 Zuschauer für ein einfaches Freundschaftsspiel nicht wirklich schlecht.",0.0,4,9,1
"Wie immer, wenn es zu Übergriffen kommt. Lediglich ein Spieler der Recklinghauser Truppe hat einen deutschen Namen. ",1.0,4,9,1
"Für mich ist die Frage völlig unerheblich. Ich habe nämlich keineswegs die Absicht, die Führerscheinprüfung nochmals zu machen bzw. sie zu wiederholen.  Wenn ich die Fahrweise auf Deutschlands Straßen und Autobahnen sehe, habe ich sowieso den Verdacht, dass 80 % der Autofahrer niemals eine Fahrprüfung absolviert haben.  Fazit: Man kann also durchaus auf diese Art Prüfung verzichten. Anschließend fahren doch alle wie die Irren.",0.0,4,9,1
"Moment mal, die Täter sollten der Berliner Polizei aber schon bekannt sein, das Muster ist doch das selbe wie immer. Ein große Libanesische Imigranten Familie! Wetten?",1.0,4,9,1
"Ihr bleibt ja noch der Parlamentarische Arbeitskreis ""Pferd"".  Da kann sie sich dann ja mit Pferdeäppeln zusammentun.Die sind nämlich auch fein raus.   ",1.0,4,9,1
"Schönen Gruß an die Eltern & Co., dieser Kinder ;-) DIE sind nämlich dafür verantwortlich. Aber leider mangelt es an der Einsicht, dem Integrationswillen und ganz allgemein an Weitblick. Im Grunde hoffnungslos. Sind in ihrer Heimat nichts, weshalb sie ausgewandert sind und werden hier auch nie etwas sein, weil sie es einfach nicht kapieren. Aber am Ende Schuld ist den Augen der Verantwortlichen der böse Deutsche. Immer das gleiche.",1.0,4,9,1
"Brainless Actress  Die einzig Hirnlosen Statements sind ihre.  Es ist also gut gewalt gegen Politiker, diie in ihren Augen böse sind, einzusetzten?",1.0,4,9,1
"Ich zittere jeden Morgen, wenn ich die Zeitung aufschlage.  Oder in Duisburg über die Königstr. gehe.",0.0,4,9,1
"Guter Artikel, der genau das thematisiert, was im Argen liegt. der DFB ist zu starr und Löw agiert wie Merkel, dabei wirkt er wie Liberace. Diese Mannschaft ist ein künstliches Gebilde und sie ist zum fremdschämen. Volley statt Vollgas? Eher Vollpfosten beim DFB!!!",1.0,4,9,1
"Klar doch. Für 1000 € wähle ich das was mein Arbeitgeber wünscht.  Ist alles nur noch eine Frage der Belohnung.  Demokratie, freier Wählerentscheid ade.  Ist sowieso längst alles ""ade"".",0.0,4,9,1
"Komisch. Bis jetzt dachte ich immer, ""Faschisten"" wären böse, und würden im militärischen Gewand Straftaten gegen Menschen verüben.  Egal - jedenfalls kommen mir hierzu die Worte des Schriftstellers Frank Schätzing in den Sinn, der gestern im DLF sagte : ""Wer nicht polarisiert, der ist nicht relevant!"".",0.0,4,9,1
"Ständig wird über die Afd berichtet und gemeckert, da sie gefährlich sind. Was ist denn mit den ""Grünen""? Weitab von jeder Realität immer wieder Ideen, die einfach nicht zu glauben sind. Es sollte drüber nachgedacht werden, diese Partei zu verbieten. ",0.0,4,9,1
"Donnerwetter  -  der Mann hat (endlich) verstanden, was zu tun ist, um die Großstädte vor dem Verkehrskollaps zu bewahren !",0.0,4,9,1
Bodo Ramelow = Die Linke Insofern keine weiteren Fragen.,0.0,4,9,1
"Da wird so viel Geld in die Staatskasse wie noch nie - wo ist das Geld geblieben...?! Und jeden, der will, lässt dieser Staat in unser Land... und lässt einfach die Kommunen zahlen.... Unglaublich....",0.0,4,9,1
"Um von eigener Inkompetenz abzulenken. Man sollte da mal genauer nachschauen, liebe "" freie Presse "".",0.0,4,9,1
Pflichtlektüre:  Stefan Schubert  »Anis Amri und die Bundesregierung: Was Insider über den Terroranschlag vom Breitscheidplatz wissen«  da kann man nur noch mit den Ohren schlackern!,0.0,4,9,1
"In dieser Stadt laufen bestimmte Geschlechter noch freizügiger herum, als auf diesem Comic. Ich als Mann möchte damit  gleichgestellt werden, und ebenso herumlaufen dürfen. Oder die Behörde verbietet endlich das provozierende Auftreten der Weibchen in dieser Gesellschaft. Aber vermutlich wollen die das ja gar nicht. Denn wie sonst soll Weibchen denn Männchen fischen, außer mit halbnackten Körpern zu präsentieren. Intelligenz ade.  Zum Bild: Entenhausener oder Fix und Foxi sind mehr bekleidet ???",1.0,4,9,1
Die Grünen sind selbst nur noch krank. Ihr Höhenflug steigt ihnen zu Kopf. Mit diesen Vorschlägen laden sie bald wieder bei unter 10 % - hoffentlich.,1.0,4,9,1
