text,label,five_folds,ten_folds,train_test_split
"2021 - Wahljahr und Leistungsnoten  für das was sich Re-GIER-ung  .......................""zum Wohle des deutschen Volkes"" nennt.  Das wird böse für Euch zu Berlin insbesondere für die Etablierten.",0.0,4,8,1
"Sicher doch, lasst die Menschheit einfach aussterben, damit sich der Planet von dieser Plage erholen kann! Vielleicht machen es die Delphine oder eine andere intelligente Spezies es danach besser!",0.0,4,8,1
"Als Sportverein sollte man sich unpolitisch verhalten. Alles andere was hier gerade seitens der ""Altparteien"" in Sachen WahlKAMPF betrieben wird geht schon ziemlich in eine sehr bedenkliche und undemokratische Ecke. Wenn Plakate von anderen Parteien zerstört oder gestohlen werden, Fahrzeuge brennen, Büros mit Parolen beschmiert und Personen angegriffen werden. Dann sind wir wieder in 1934 angekommen, diesmal nur von der anderen Seite.  ",0.0,4,8,1
"Es gibt wohl keine tariflich geregelte Tätigkeit, wo Frauen in Deutschland weniger bekommen als Männer in der gleichen Position. Dass ein Professor mehr verdient, wie seine Putzfrau - wer kritisiert das ernsthaft? Wenn jemand lieber Ausdruckstanz und Gesang studiert als Informatik ist das sein (ihr) Problem.",0.0,4,8,1
"Das Frauen im Stadtrat zu wenig reden deckt sich nicht mit meinen täglichen Erfahrungen im realen Leben. Aber eine Gleichstellungsbeauftragte muss sich halt irgendwie zu ""Wort"" melden.",0.0,4,8,1
"Und wenn ihn jemand umlegt, dann ist auch dies ein Akt des nationalen Notstands.",1.0,4,8,1
"Nun, das auf der Bolkerstrasse immer schon schwere LKWs fahren war kein Geheimnis. Bei den Planern in 2011 schon. Also muss dort ein ganz andere Belag hin als in einer Fussgängerzone! Jetzt präsentiert uns Frau Zuschke wieder neue Legosteine. Alles wiederholt sich bei der Stadt.",0.0,4,8,1
"Wenn Leistung und Intelligenz  als Maßstab gelten würde, dann müsste der Kevin Mitglied bei Schalke sein.......!",1.0,4,8,1
"So, so, das Enkelkind hat es also bekannt gegeben. Hat der Gute (Verstorbene) keine eigenen Kinder mehr, dass ausgerechnet diese Umweltaktivistin für den Tod eines Schauspielers ihren Namen hergeben muss?  Aber ""so"" zieht (!!!) die ganze Sache doch etwas besser, oder ???  ",1.0,4,8,1
"2. Quartal 2015  -  Riesiger Mangel an bezahlbaren Wohnungen. Alle Medien drehen auf. 3. Quartal 2015  -  Wohnungsmangel ja, aber jetzt und bis 2019 wird Wohnraum für ca. 2 Mio. Afrikaner und Orientalen geschaffen. Geld ist genug da. 2. Quartal 2019  -  Jetzt ist Schicht im Schacht. Steht jetzt die eidesstattliche Versicherung des Staates in allen Ebenen an? ('Offenbarungseid' klang viel besser.) Wer wird das wohl alles wieder bezahlen? ",0.0,4,8,1
"Bei einem nackten Mann in einem Zug aus Deutschland dachte ich zuerst: O.k., ein deutscher Steuerzahler.",1.0,4,8,1
"Bevor der Entrüstungssturm über die angebliche „Verbotspartei“ hier wieder startert: Es handelt sich zuerst einmal nur um Vorschläge für den Bundestag. Aber immerhin sind es mal konkrete Ansätze…und ja, die Maßnahmen sind für einige hier im Forum nicht unbedingt populär. ",0.0,4,8,1
"Wer hat dir rausgelassen???!!! Schweden hat uns Michel, Pippi und Carlson geben. Aber mit Greta haben sie es eindeutig zu weit getrieben. Greta go home!!!",0.0,4,8,1
ruhig mal lügen? Das machen doch unsere Politiker immer noch!!! um sich Vorteile zu verschaffen....... usw.  Nur die Angst vor Strafe haben Sie nicht mehr. Kuscheljustiz ...... ,1.0,4,8,1
"für kriminelle Unternehmen? Erstmal müssen wir unsere Polizei so ausstatten das die Verbrechen so wie bei VW zeitnah erkannt und verhindert werden.  Auch muss unbedingt die persönlich Haftung für Politiker, Gutachter, Ärtzte und Richter dazukommen.  Es kann nicht sein das ein Richter ein schwer krimminellen laufen läßt und dieser dann weiter schwere verbrechen verübt. ",0.0,4,8,1
"Unser StGB kennt hierzu den § 132, der bei Amtsanmaßung eine Haftstrafe von bis zu 2 Jahren oder eine angemessene Geldstrafe vorsieht. Bitte nicht lange labern, sondern schnell und konsequent vorgehen gegen diese unerträgliche Pest.",1.0,4,8,1
"Das Kaarster Geldgrab geht in die nächste Runde und müssen sich Lars Christoph und seine Mannen sputen sonst ist die Inszenierung als Mover und Shaker dahin und was sollen den die Wähler denken, die CDU bekommt doch immer alles hin. Leute Leute Leute  ",0.0,4,8,1
"Ich drücke der Mannschaft und dem Verein die Daumen für den Klassenerhalt. Mehr noch - hoffentlich spielen sie schnell so viele Punkte ein, dass vielleicht schon Mitte der Rückrunde der Erhalt gesichert ist (34+ Punkte) und man in Ruhe planen kann. Bis auf wenige Ausnahmen (Freiburg) hätte kein Verein so sehr die Ruhe bewart und am Trainer festgehalten. Alleine das muss belohnt werden. Vielleicht geht ja auch was Richtung 9. Platz. :-)",1.0,4,8,1
"Ob und welche Anzahl rechte, linke oder Asylbewerber untergetaucht sind oder sich einem Haftbefehl entziehen, macht doch nur deutlich dass der deutsche Rechtstaat keine Kontrolle mehr hat!  ",1.0,4,8,1
"Danke für den Hinweis, wir haben einen Bericht entfernt.  MfG",1.0,4,8,1
"Hab' ich richtig gerechnet, daß mich das Ding pro Stunde 14 Euro kostet? Wenn ich das einen Tag miete, kostet es mich über 300 Euro?  Bitte sagt mir, daß ich einen Rechenfehler hab!",0.0,4,8,1
"""Erneut mehr Touristen in Deutschland"" Versteh ich gar nicht, wo es hier doch nur so vor Nazis wimmelt.",1.0,4,8,1
"► In der närrischen Zeit darf ich mit anderen sexuell anbandeln, finden nur 6 Prozent, 85 Prozent sagen dazu Nein. Ach, nee, und wie viel % gehen das ganze Jahr über tatsächlich fremd?!",0.0,4,8,1
"Jetzt weinen die Gutmenschen sicher und schimpfen über die ""böse böse"" CDU.  Genauso wie die Träumer vorher über die ""böse böse"" Alternative geschimpft haben, die übrigens nichts anderes fordert seit Monaten.  ",1.0,4,8,1
Haftet jetzt Airbus für entgangene Klima-Steuereinnahmen?,0.0,4,8,1
Da ist selbst der nervende Mario Barth lustiger und der kommt wenigstens aus Deutschland.,1.0,4,8,1
...und die derzeit offen stehenden wichtigen Themen wurden mit Ihrem Segen auch bereits unter den OB´s Erwien und Elbers verpennt.,0.0,4,8,1
War ich etwa mit dem Nuhr Zitat gemeint? Kann ich mir nicht vorstellen.,0.0,4,8,1
Bitte informiert uns doch auch darüber ob Baby-Prinz Archie Bäuerchen macht und die Windeln vollsch..... .,1.0,4,8,1
"Die NZZ war schon immer eine der besten deutschsprachigen Zeitungen und ist ein weithin anerkanntes Qualitätsmedium. Sie als ""Westfernsehen"" zu bezeichnen, ist angesichts der auffällig regierungsunkritischen Schlagseite der öffentlich-rechtlichen Fernsehprogramme eine durchaus angemessene Zuspitzung. Maaßen und Sarrazin wären übrigens genau die richtigen Parteichefs, um CDU und SPD wieder mehr Zustimmung bei den Wählern zu sichern.",0.0,4,8,1
Antifaschistischer Schutzwall - wie wäre er so wertvoll wie heute! ,1.0,4,8,1
"Tempo 110 , Das wäre mein Kompromissvorschlag! Wir brauchen kein SUV mit 200 km/h ! Unsere Umwelt haben wir nur einmal! Unsere Kinder und Enkel sollen unsere Welt gesund erben! Nicht noch mehr Umweltverschmutzung ",0.0,4,8,1
"Wozu soll das gut sein? Abgelehnte Asylbewerber dürfen trotzdem hierbleiben und Urteile gegen Migranten bleiben stets am unteren Strafrahmen, wenn nicht sogar Haftverschonung angesagt ist.",0.0,4,8,1
Auch hier sind aufgrund der mangelnden Integration versteckte Flüchtlingskosten enthalten.,1.0,4,8,1
"Denk' ich an Deutschland in der Nacht, dann bin ich um den Schlaf gebracht.........",1.0,4,8,1
"Mit den ollen, negativen Schlagzeilen beschäftigen sich leider viele so gerne. Deshalb hat die Bild auch so eine Resonanz und die Privatsender mit ihren reißerischen Schmuddelreportagen. Die Tabelle jedoch zeigt unaufgeregt den aktuell guten Stand der Borussia. Aber vielleicht drehen die Nörgler diese ja auf den Kopf und lesen begeistert, dass der VfL Vorletzter ist. In deren Augen vortrefflich, für weitere Bosheiten ideal...",0.0,4,8,1
Weil alle Bittsteller jetzt da sind?,1.0,4,8,1
Da wird wieder hinter den Kulissen gekungelt und geschoben.,0.0,4,8,1
Wär hat seine Wahl bezahlt? Dafür lässt der Solaten sterben,1.0,4,8,1
"seit wann liegt ""Hückeswagens Nachbarstadt"" denn am Ärmelkanal? ;-)",0.0,4,8,1
"Mit Senioren-Bashing geht es ab unter die 10%. Danach der Feuerverbrennung der SPD und die Asche kommt dann auf den Sportplatz, da ist sie noch zu etwas gut.",1.0,4,8,1
"Der Werte Vater soll sich erst einmal überhaupt was schämen , die eigene Tochter zu vermarkten !  Einfach Ekelhaft ",0.0,4,8,1
"Premierministerin May muß sich einem Mißtrauensvotum stellen. Es gibt Dinge, die kann ich nicht begreifen. Besonders wenn sehen muß; daß dagegen unser adipöses Goldstück mit seinen mehrfachen Glanzleistungen immer noch freilaufend und ungestraft sein Unwesen im Kanzleramt treiben darf. Aber 87 % wollen es offenbar so. Und das will ich nicht begreifen, weil es gegen jeden gesunden Menschenverstand geht.",1.0,4,8,1
"Da muss man sich nicht wundern, wenn Bundespolizisten/Polizei nach rechts abdriften. Hier ist die Staatsanwaltschaft gefragt. Die Polizei vertritt unseren Rechtsstaat und sollte besser geschützt und verteidigt werden.",0.0,4,8,1
"„Wir verlieren offenbar Teile der Bundeswehr an die AfD...........“ Und nicht nur Teile der Bundeswehr......Ich zitiere einen guten Bekannten (Akademiker, selbständig): ""Die Wahl der AfD wird langsam zur bürgerlichen Notwehr.""",0.0,4,8,1
"Wenn sie Biologe sein wollen, sollten sie nochmal Grundkurse in Ökologie und Biochemie belegen.",1.0,4,8,1
Wieder ein guter beweiß dafür das die jetzigen Systempolitiker in GB und der EU durch gute demokratsiche alternativen abegwählt werden müssen. ,0.0,4,8,1
"Gibt es auch eine Veranstaltung die der Opfer der Merkelpolitik gedenkt? ,allein in Düsseldorf drei Schwerverletzte durch Messerattacken.NEIN denn die sind EGAL!",1.0,4,8,1
"Ich glaube, viel treten aus, weil Gottesdienste sich immer mehr anfühlen wie Parteitage der grünen Partei.",0.0,4,8,1
"Da sind sie wieder, unsere Verschwörungstheoretiker.",1.0,4,8,1
Der SV St. Tönis hat auch diesen Ansatz. SV St. Tönis und Borussia Mönchengladbach machens wie der FC Liverpool. Dann kann ja in der Rückrunde nix mehr schief gehen. Hoffentlich sehen  das die Pillen im ersten Auswärtsspiel der Borussia auch so. ,0.0,4,8,1
"„SPD will den nächsten Kanzler stellen.......“ Soll man jetzt lachen oder weinen ? Als stellvertretender Bundesvorsitzender einer Partei (SPD), die auf dem Weg Richtung 10% ist, will er also Kanzlerkandidat bei der nächsten Bundestagswahl werden. Glaubt er denn wirklich, Kanzler werden zu können ? Ja, geht's noch ? Was rauchen die denn da in Berlin im Willy-Brand-Haus ? Dieser Realitätsverlust ist ja geradezu therapiebedürftig !  Als Außenstehender hat man ja fast schon Mitleid......",0.0,4,8,1
"Bunt ,fröhlich, politisch und sehr warm.",1.0,4,8,1
"Verbrecher und Krimminell haben wie immer in D besondere Rechte.  Die Opfer auch, sie dürfen alleingelassen leiden.",0.0,4,8,1
"Diese Masche des linken Meinungsblocks hat schon Methode. Anstatt über den zugrundeliegenden Sachverhalt, die importierte Kriminalität zu reden, wird alleine der Versuch dies zu thematisieren als rechtextrem und fremdenfeindlich gebrandmarkt. Nach dem Motto: Jeder, der das thematisiert, ist ein Nazi.",1.0,4,8,1
"Rheinoper verdient einen Neubau! Ok,  aber nur wenn er nicht durch Gebühren und/ oder Steuerzahler alimentiert wird.  Jetzt sind die Nutzer , Gönner und Künstler gefordert. Unser Schulen und Infrastruktur verrottet und da darf es für einen kleinen elitären Kreis keine Millionenausgaben aus Steuerermitteln für alimentierte Künstler geben.",0.0,4,8,1
Armer Kerl!  Irgendwie läuft das doch unter Mundraub und ist (vorsicht: juristischer Volllaie) nach dem Strafgesetzbuch nicht justiziabel?  :-),0.0,4,8,1
"Gut das sie jetzt nicht mehr Sie erschießen oder ins Arbeitslager stecken woll.  Viel einfacher und gerechter ist alle Alimentierung um 50 % zu kürzen. Das würde allen leistungsbereiten Bürgern und Steuerzahlern viel mehr bringen.   Dazu noch sinnlose idiologische Gebühren, Auslandshilfen, EU und Euro Rettung einstellen  und Subventioen abschaffen, dann könnten wir alle Aufgaben schnell und gut bezahlen. ",1.0,4,8,1
650 Euro? das zeigt wieviel der gesellschaft ein wald wert ist.,0.0,4,8,1
Zum Lachen geht man bald in den Keller ,1.0,4,8,1
"Als ich dieses wut- oder soll ich sagen-hassverzehrte Gesicht Gretas gesehen habe weiss ich jetzt, warum die Schweden-Krimis immer so düster sind und es sehr oft um Psychopathen geht. ",0.0,4,8,1
"Wir sollten nur noch über Tatsachen ""reden"". Jeder sollte prüfen, ob Straftaten überwiegend von Deutschen begangen werden. Jeder sollte prüfen, ob in unverhältnis wenig Deutsche im Gefängnis sind. Und jeder darf gerne prüfen, wessen Ur-Großeltern sich schon vor 1950 in Deutschland aufgehalten haben.  ",1.0,4,8,1
"Dass Extremismus ausgetrocknet gehört ist völlig richtig, aber dass hier schon wieder Linksextremismus kleingeredet und Islamismus überhaupt nicht erwähnt wird war fast zu erwarten.",1.0,4,8,1
"kgerlach1  23. Februar 2019, 22:30 Uhr  Danke für diesen interessanten Kommentar. Hinzu kommt, dass die Wirtschaft dann aber die Qualifikation nicht entsprechend bezahlt, die wollen quasi eine  Pelzmantel zum Preis eines Mantels von KIK ",0.0,4,8,1
Wen bezahlt Rensing das so Artikel geschrieben werden.,1.0,4,8,1
"Eigentlich ganz einfach, per Gesetz die Massentierhaltung verbieten. Jedem Schwein min 5 m² und jedem Rind min 15 m² und schon ist das Thema erledigt. Dann lohnt sich auch der Export nicht mehr, nur weil hier weniger abgesetzt wird.",0.0,4,8,1
uiuiuiu Jetzt muss Tilly aber ganz schnell mal seinen Hitlerwagen umbauen um für den Anschlag auf dem Karnevalszug in Hessen vorbereitet zu sein. Bin gespannt was uns Tilly präsentieren wird.  ,1.0,4,8,1
"Das verhalten der Kinder dieser Familien zeigt was man davon halten kann! Nichts! Diese Menschen werden jeden und alles mit Füßen treten, unsere Gesetze nutzen diese Art von Menschen nur, wenn es um Ihre Rechte geht! Wenn Sie rechte befolgen müssen, sind diese Gesetze bereits wieder Geschichte. Solche Mitmenschen braucht kein Land!",0.0,4,8,1
Manche Probleme erledigen sich auf natürliche Weise.,1.0,4,8,1
"das die SPD immer als Sündenbock hinhalten muss kennen wir ja schon. Gerne hätte ich ergänzend zu diesem Artikel den Hinweis gesehen das der CDU Generalsekretär still und ""heimlich "" die polnische Regierung um die Wahl vdl gebeten hat. das ist -so denke ich - der Hammer - eine Regierung die ständig - auch von der CDU auf schärfste wegen ihrer undemokratische Handlungen kritisiert wird. Egal erst die Wahl vdl dann kann man ja später wieder die Kritikplatte auflegen .  ",0.0,4,8,1
"Und natürlich hat Herr Zeynel Abidin Gül sämtliche Qualifikationen als Koch etc. um  ein derartiges Gewerbe an solcher Stelle (ehemals ""Mafia"" Gewerbe)  mit seinen qualifizierten und von allen geprüften MitarbeiterInnen  zu betreiben... ",1.0,4,8,1
Ein Gebot reicht vollkommen aus: Benimm dich!,0.0,4,8,1
Die Grünlinken Okös dürfen fremdes Eigentum beschädigen. Noch nicht bemerkt ? ,1.0,4,8,1
"na.... Drususbad hat doch wirklich Bezug... ist doch gut. Aber Uferhalle, Wiesenhaus, Dramabad oder gar Geiselklotz hätte auch Bezug",0.0,4,8,1
"Warum ist mein Kommentar nicht veröffentlicht worden? Hat in der RP-Zensurabteilung jemand gesessen, der mit der im Kommnetra enthaltenen Wahrheit nicht klar kommen konnte und ein EU-Befürworter ist?!  Die EU wurde durch Merkel, Draghi und Juncker tot geritten. Nur wenige Bürger stehen noch hinter diesem Zwangskonstrukt. Die EU ist TOT! ",1.0,4,8,1
"Man mag es kaum glauben.  6 Jahre Leerstand und jetzt klappt der Abriss doch? Es geschehen noch Wunder.  Dann wird dieser Platz ja so in 6 bis 8 (oder doch in 10) Jahren wieder belegt sein, oder liege ich da falsch?",0.0,4,8,1
"Ich verstehe die Aufregung nicht. Die Medien sind seit Monaten auf Kuschelkurs mit den Grünen und deren Dauerthemen Klima und Umwelt, da regt sich keiner auf. Vielleicht hat Plasberg erkannt, das das übliche AfD-Bashing in Talkshows der AfD mehr nutzt als schadet.  Ein Höcke steht nicht für die ganze AfD genauso wenig wie der SPD-Spitzenpolitiker, den man wegen seiner Neigung zu Kinderpornos auf die Schliche gekommen ist, für die ganze SPD steht. ",0.0,4,8,1
"Die sichtbare Deindustrialisierung Deutschlands,  der deutlich vernehmbare Abstieg der Gesellschaft, zunehmende Zensur, Bevormundung und weitere Grausamkeiten müssen zwangsläufig zu einer Verrohung führen,  das alles war so geplant und ist keineswegs auf schlechte Politik zurückzuführen. Der Systemwechsel muß durch den Abriss des Vorhandenen erfolgen, nichts anderes beobachten wir hier.   Die Politik hat keine Macht, sie ist nur das Gesicht der Veränderung.",1.0,4,8,1
Na das ist doch schön. So wird das Arbeitsamt wenigstens von Personen mit abgebrochenem oder unrelevantem Studium entlastet.,1.0,4,8,1
"Im Nachhinein kann man trefflich streiten und sich zerknirscht zeigen. Bayern ist 1 Runde weiter, Ziel erreicht. Aber das ging bestimmt alles mit rechten Dingen zu.",0.0,4,8,1
"Herr Krings war einer derjenigen, die am 10.12.2012 für das Beschneidungsgesetz gestimmt haben  (https://www.bundestag.de/parlament/plenum/abstimmung/abstimmung?id=169) . Da  wundert es nicht, dass ihm das Wohl der Kinder nichts bedeutet. ",1.0,4,8,1
"Diese Fusion ist doch schon seit Jahren in Berlin und Frankfurt ausbaldowert worden. Das Bundeskartellamt (das, welches bei Spritpreisen keine Anomalien feststellen wollte) und die EU-Kommission werden die Fusion unisono durchwinken. Nur die Kunden werden das Nachsehen haben - wie immer!",0.0,4,8,1
"Zur Solidarität unter den BuLi Vereinen:   Selbst wenn alle anderen Vereine von einer Verpflichtung des Streikenden (Vertragsbrüchigen) Abstand nehmen würden, gibt es immernoch die völlig charakterfreien Vereine, die solche Leute dann mit Kusshand (Ablösefrei!) nehmen. Stichwort: HSV, Spahic...",0.0,4,8,1
"Mein erster Kommentar wurde offenbar zensiert ? Dann versuche ich es nochmal. Weihnachtsmärkte werden inzwischen mit Pollern abgesichert, Freibäder müssen durch Security geschützt werden, Autobahnen werden durch multikulturelle Hochzeitskorsos blockiert und private Wohnhäuser werden wie Festungen abgesichert (Zäune, Kameras, spezielles Sicherheitsglas etc.). Wer kennt den rosa Elefanten ? Wir schaffen das........",1.0,4,8,1
"Was will May nachverhandeln? Eine Grenze zwischen Irland und Nordirland muss richtigerweise verhindert werden, um den Frieden dort zu wahren. Und eine Zollunion, die diese Grenze ja abfedern würde, wollen die Hardliner in London nicht. GB hat einfach wieder nur eins im Sinn: Rosinenpickerei!",0.0,4,8,1
"@alle Ich wünsche allen, die hier keinerlei Mitgefühl mit dem Bonobo zeigen, dass Ihr selbst oder eure Kinder mal in eine ähnliche Situation geraten (brutaler Überfall o.ä.) und dann nur Leute mit eurer Einstellung vor Ort sind. ",1.0,4,8,1
"Auch dieses Unternehmen hat sich mit dieser Entscheidung dem politisch korrekten Mainstream unterworfen. Aber als Verbraucher kann man ja entscheiden, wessen Produkte man kauft.",0.0,4,8,1
"Kann man AfD-Inquisitionsbushing nicht auch mal woanders abhalten, als in Online-Diskussionsforen? Wer solche Forderung stellt, sollte sich vorher besser mal zum Thema aeussern, bevor man fordert! Aber so ist es halt, wenn einem keine Argumente zum eigentlichen Thema einfallen, lenkt man gerne von seiner eigenen Diskussionsfaehigkeit ab. ",1.0,4,8,1
unsere Finanzminister scheinen sich über zusätzliche Einnahmen bei der Geldwäschezu freuen  und schauen da wohlauch nicht richtig hin. Scheint in diesem Kontext zu passen.,0.0,4,8,1
"ist das nicht dieser verband der teil der asylindustrie ist,das schleppertum befördert und hier nun als langer arm  von merkel und co dient?eine gruppe mit über 300.000 unzufriedenen...da bekommen sicher einige kalte  füsse....aber die rechtsradikale keule funktioniert da nicht.zum glück!",1.0,4,8,1
"Kann man doch mal sehen, welchen Stellenwert diese Wahl, und damit das EU - Parlament, in der EU wirklich hat. Juncker und Schulz haben uns beim letzten mal schon mit der Kandidatur eines garnicht aufgestellten ver .... , der dann aber wenigstens noch Kommissionspräsi wurde. Jetzt interessiert nicht einmal mehr das Wahlversprechen der Christsozialen.",0.0,4,8,1
Warum?? Unser Hund heißt Göring;) (Ironie),1.0,4,8,1
"In der kommunistisch geprägten DDR gab es den Begriff ""Wendehals"". Merkel hat sehr gut aufgepasst.  In der Zeit als Bundeskanzlerin hat sie sich so oft gewendet, das ihr eigentlich kotzübel sein müsste.",0.0,4,8,1
Laschet ist bis heute der schwächste MP den NRW jemals hatte. Reul paßt dazu.,0.0,4,8,1
https://mobile.twitter.com/st_schirmer/status/1151235229903925249  #niewiederCDU,1.0,4,8,1
Dann gehe ich halt nach Netto.,0.0,4,8,1
Was für eine Steilvorlage für die im Forum der rp-online aktiven Faschischten.,1.0,4,8,1
"Hätte man dieses Polizeigesetz schon früher gehabt, hätten wir wesentlich weniger Leid zu beklagen.  Verstehe die Leute nicht, die gegen dieses Gesetz sind. Vermutlich haben die wohl ganz spezielle Probleme mit der Rechtssprechung.",0.0,4,8,1
"Einfach selbst Hand anlegen, und das Ding mit einer Zehner Nuss demontieren. Wo gibt es denn so etwas: Zig Jahre ging es gut, und dann kommt  irgendjemand auf de Idee diese Dinger hinzustellen die niemand braucht. Und dazu noch hässlich wie die Nacht. Warum hat man, wenn überhaupt, nicht die einfachen Bögen genommen statt diese billigen aussehenden Ständer . Und bei dm neidischen gequatsche der vorherigen Damen und Herren lwird mir schlecht. ",1.0,4,8,1
"Hoffe die Polizei hat ein ordentliches Chip-Tuning. 190 PS ist auf Deutschlands Straßen inizwischen ... ganz nett. Zudem scheint mir ein US-Automobil als Fahrzeug einer deutschen Behörde so, als würde man Huawei an der 5G Lizenzauktion teilhaben lassen. Ein Schelm, der böses dabei denkt.",0.0,4,8,1
Warum wird zu Ostwall 175 geschwiegen? WARUM ,1.0,4,8,1
"Wo ist das Problem? Natürlich muss alles teurer werden, nicht nur die Parkgebühren.... - schließlich sind die Ausgaben der Länder und Kommunen in den letzten 3 Jahren auch rapide angestiegen.",0.0,4,8,1
"Sollte sich herausstellen, dass Lübcke wirklich aus rechtsextremistischen Gründen ermordert wurde, hat jeder, der Lübcke in der Vergangenheit wg. seiner Ansichten zur Flüchtlingspolitik und Aussagen dazu verbal unsachlich angriff, eine Mitschuld am Tod des Mannes.",1.0,4,8,1
Sollte der I s lam doch nicht gut für unser Land sein?,1.0,4,8,1
"Kindergarten. ""Das ist meins, gib das wieder her"" Die SPD kann froh und dankbar sein einen Willy Brand in den Reihen gehabt zu haben. Das Vermächtnis wird aber nicht gut verwaltet, so einen Mann werden sie wohl nie wieder haben und zuletzt, Willy Brand war für alle Deutschen da, nicht nur für die SPD.",0.0,4,8,1
"Das wäre ja auch noch schöner, wenn es gegen die Verfassung verstoßen würde, dass ein Bürgermeister sich für Demokratie und gegen Rassismus und fremdenfeindliche Hetze einsetzt.  Dass die AfD das anders sieht, sagt viel über die in großen Teilen verfassungsfeindliche Partei aus.",1.0,4,8,1
"Begeistert er das Internet, also 3-4 Milliarde Menschen weltweit oder eher eine selektieve Gruppe in Deutschland, wenige Million maximal?",0.0,4,8,1
"oh ja,  bitte, bitte, bitte gaaaanz lang einsperren, das Fräulein Kapitän.",1.0,4,8,1
"Ausgerechnet Lindner, der in der New Economy-Ära KfW-Steuergelder in Millionenhöhe versenkt hat. ",0.0,4,8,1
"Heilung von Homosexualität? Also Menschen die erkannt das Sie hilfe brauchen und anders werden möchten, denen soll das jetzt verwehrt werden. Seltasm.   Selbst das entfernen von Kindern aus dem Mutterleib, was ja auch kein Krankheit ist , wird alimentiert und vom Staat und den Krankenkassen bezahlt. ",1.0,4,8,1
"Warum muss nur ""Bahnschranke Drobny"" im Tor stehen ?!? Der Junge Torwart unserer Zwoten wäre sicherlich die bessere Lösung gewesen.",0.0,4,8,1
"Nach dem Abgang von Assist-Geber Hazard, der Verletzung von Hofmann, dem Abgang von Cuisance und der noch schwachen Form von Neuhaus fehlen mindestens zwei Alternativen für das offensive Mittelfeld im Kader, von denen Kreativität, Quirligkeit, Dribblings, Torschussvorlagen und genaue Pässe in die Tiefe zu erwarten sind. Wenn, dann sollte Max Eberl hier noch investieren und einen Spieler kaufen und einen leihen. ",0.0,4,8,1
"Schade es hätten zwei Punkte mehr sein können, aber mit dem Unentschieden kann man gut leben. Der Vielnicker mag Borussia nicht, wer hätte das gedacht?! :D Soll man ihn jetzt fragen was er dann hier zu suchen hat? Nein, besser nicht.",1.0,4,8,1
"Ich habe gerade in Focus online gelesen, das auch Roland Koch die Bewerbung von Merz protegiert. Dazu ist mir eingefallen, das Koch in der Freien Wirtschaft Schiffbruch erlitten hat. Mit solchen Fürsprechern hat die CDU keine  Changse auf ein Wiedererstarken und die dazu benötigte Erneuerung.                                                  ",0.0,4,8,1
Wog er nicht auch etwas mehr als bspw ein halbes Pfund Blei oder ein halbes Pfund Federn^^,0.0,4,8,1
"Könnte der ""Journalist"" bitte vor solch einem Interview das:  https://www.schulministerium.nrw.de/docs/Recht/Schulrecht/Verordnungen/ESchVO.pdf  durchlesen? Und vor allem die sich daraus ergebenden Fragen und Ungereimtheiten zum Thema machen?  Sie § 1, Abs. (3), Satz 2.c  ""den vollständigen Lehrplan und die Stundentafel sofern sie nicht mit den staatlichen  Regelungen übereinstimmen."" ",0.0,4,8,1
"Er stellt sich das etwas zu einfach vor, hat er bedacht was passiert wenn er zum mehrfachen mal Stuhlgang im Bett verloren hat und sein ""Team"" das nicht mehr lustig findet?  Wie sieht seine Rechnung aus wenn er ne chronische Wunde bekommt? Muss nicht aber haben viele, vor allem bei Diabetes etc  Für ein Rentnerdasein ohne große Komplikationen geht seine Rechnung auf, für alle anderen Fälle sehe ich Probleme.",0.0,4,8,1
"So wie der deutsche Botschafter auf der einen Seite zu Recht zur Persona non grata erklaert wurde, muessten auf deutscher Seite nicht laengst schon der tuerkische und US-Amerikanische Botschafter unseres Landes verwiesen worden sein!?",0.0,4,8,1
Es wird gerade der 70. Geburtstag des Grundgesetzes begangen und Art 3 / 3  der die Freiheit des Glaubens garantiert wird gerade demontiert und zerlegt.  Es ist beschämend und zeigt die Glaubwürdigkeit der Politik.  Es ist schlecht auszuhalten.,0.0,4,8,1
"Da haben drei Bremer Aktivisten offenbar nach dem Gauland-Spruch ""Wir werden sie jagen!"" gehandelt. So etwas verurteile ich.   Die Menschenhasser-Partei lässt sich nicht mit Hass und Gewalt, sondern nur mit demokratischen Mitteln bekämpfen. Man sollte sich nicht auf das miese Niveau eines Gauland oder eines Höcke begeben.",0.0,4,8,1
Das darf nur der erste Schritt sein. Bei gewöhnlichen Deutschen und Morden von Zuwanderern ist es auch nur beim ersten Schritt geblieben. Wieso soll es hier einen zweiten geben? Sind wir vielleicht nicht alle gleich? ,1.0,4,8,1
"Frage: sitzen da nur Abnicker? es wäre doch soooo einfach, die Preise an die realen Kosten angleichen, d. h. massiv erhöhen. Für € 29,00 nach Madrid, das kann nicht lange gut gehen. ""Kurztrip"" geht es noch??",0.0,4,8,1
"""Attentäter von London war vorzeitig aus Haft entlassener Terrorist....."" Genau mein Humor......",1.0,4,8,1
Eigentlich ist doch die Eigentümmerquote mit 45% für unser dichtbesiedeltes Land hoch. Oder wollen der Autor und die Bausparkassen das Land noch weiter zersiedeln und zubetonieren? Alle Kommu en sind doch bereits damit beschäftigt. Ackerland zu Bauland ohne Ende.,0.0,4,8,1
Ob er dann im Napoleon-Kostüm zur Übergabe erscheint?,1.0,4,8,1
